permitnumber,year,permitvalidfrom,permitvalidto,loaddescription,state,origin,destination,authorizedhighways,route_location_origin,route_intersection_origin,route_intersection_origin_x_coords,route_intersection_origin_y_coords,route_intersection_1,route_intersection_1_x_coords,route_intersection_1_y_coords,route_intersection_2,route_intersection_2_x_coords,route_intersection_2_y_coords,route_intersection_3,route_intersection_3_x_coords,route_intersection_3_y_coords,route_intersection_4,route_intersection_4_x_coords,route_intersection_4_y_coords,route_intersection_5,route_intersection_5_x_coords,route_intersection_5_y_coords,route_intersection_6,route_intersection_6_x_coords,route_intersection_6_y_coords,route_intersection_7,route_intersection_7_x_coords,route_intersection_7_y_coords,route_intersection_8,route_intersection_8_x_coords,route_intersection_8_y_coords,route_intersection_9,route_intersection_9_x_coords,route_intersection_9_y_coords,route_intersection_10,route_intersection_10_x_coords,route_intersection_10_y_coords,route_intersection_11,route_intersection_11_x_coords,route_intersection_11_y_coords,route_intersection_12,route_intersection_12_x_coords,route_intersection_12_y_coords,route_intersection_13,route_intersection_13_x_coords,route_intersection_13_y_coords,route_intersection_14,route_intersection_14_x_coords,route_intersection_14_y_coords,route_intersection_15,route_intersection_15_x_coords,route_intersection_15_y_coords,route_intersection_16,route_intersection_16_x_coords,route_intersection_16_y_coords,route_intersection_17,route_intersection_17_x_coords,route_intersection_17_y_coords,route_intersection_18,route_intersection_18_x_coords,route_intersection_18_y_coords,route_intersection_19,route_intersection_19_x_coords,route_intersection_19_y_coords,route_intersection_20,route_intersection_20_x_coords,route_intersection_20_y_coords,route_intersection_21,route_intersection_21_x_coords,route_intersection_21_y_coords,route_intersection_22,route_intersection_22_x_coords,route_intersection_22_y_coords,route_intersection_23,route_intersection_23_x_coords,route_intersection_23_y_coords
e23-000207,2023,01/06/2023,01/12/2023,LIGHT RAIL VEHICLE (SE11),California,Sacramento,Ca/Or Line On 97,*watt ave across 16 * watt ave over 50 * watt ave over 51(bus 80/cap city fwy) * watt ave over 80 * from madison ave s/b onramp - 80w - 5n - to red bluff exit (south main st w/b offramp exit  647) ** from walnut st/co rd a-7 - 36w - 5n - to sunset hills dr e/b offramp exit 659 ** from sunset hills dr  e/b onramp - 5n - 97n - to or line 97 exit *,"madison ave Sacramento, California",madison ave and I-80,-121.3599876,38.6609873,I-5 AND I-80,-121.5171204,38.6248864,I-5 AND RED BLUFF  (SOUTH MAIN ST W/B OFFRAMP   647) ** FROM WALNUT ST/CO RD A,,,RED BLUFF  (SOUTH MAIN ST W/B OFFRAMP   647) ** FROM WALNUT ST/CO RD A AND SR-7,,,SR-7 AND SR-36,,,I-5 AND SR-36,-122.225192,40.180686,I-5 AND SUNSET HILLS DR E/B OFFRAMP  659 ** FROM SUNSET HILLS DR  E/B ONRAMP,,,SUNSET HILLS DR E/B OFFRAMP  659 ** FROM SUNSET HILLS DR  E/B ONRAMP AND I-5,,,I-5 AND US-97,-122.3825292,41.41573,US-97 AND OR LINE 97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000209,2023,01/06/2023,01/12/2023,RAIL CAR,California,Nevada State Line,Hwayward,* from nv line 15 - 015s - 058w - 099n - 198w - to redington st exit (redington st n/b off ramp) ** from 11th ave s/b on ramp - 198w - 005n - 580w - 238n - 880s - to whipple rd exit (whipple rd e/b off ramp) *,"nv line Nevada State Line, California",nv line and I-15,-115.391301,35.607169,I-15 AND SR-58,-117.076548,34.870725,SR-58 AND SR-99,-119.0395304,35.3526592,SR-99 AND SR-198,-119.407849,36.327400,SR-198 AND REDINGTON ST  (REDINGTON ST N/B OFF RAMP) ** FROM 11TH AVE S/B ON RAMP,,,REDINGTON ST  (REDINGTON ST N/B OFF RAMP) ** FROM 11TH AVE S/B ON RAMP AND SR-198,,,I-5 AND SR-198,-120.2439689,36.2543345,I-5 AND I-580,-121.340756,37.596558,SR-238 AND I-580,-122.097650,37.690007,SR-238 AND I-880,-122.134700,37.689526,I-880 AND WHIPPLE RD  (WHIPPLE RD E/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000210,2023,01/06/2023,01/12/2023,UNLADEN,California,Hayward,Arizona State Line,* from whipple rd w/b on ramp - 880s - 101s - 025s - 156e - 152e - 005s - 046e - 099s - 058e - 395s - 015s - 215s - 010e - to az line 10 exit *,"whipple rd Hayward, California",whipple rd and I-880,-122.0666974,37.60674,US-101 AND I-880,-121.901850,37.364156,SR-25 AND US-101,-121.5510535,36.9611334,SR-25 AND SR-156,-121.4272778,36.8954298,SR-152 AND SR-156,-121.383513,36.968183,I-5 AND SR-152,-120.9698301,37.0566575,I-5 AND SR-46,-119.653306,35.616297,SR-46 AND SR-99,-119.2112125,35.6017319,SR-58 AND SR-99,-119.0395304,35.3526592,SR-58 AND US-395,-117.542579,34.996049,I-15 AND US-395,-117.401725,34.399341,I-15 AND I-215,-117.408750,34.223824,I-10 AND I-215,-117.2964956,34.0641924,I-10 AND AZ LINE 10,-114.5311155,33.6047178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000206,2023,01/04/2023,01/10/2023,2 CHILLERS END TO END,California,Nv Line,Mentone,* from nv line 15 - 015s - 215s - 010e - to university st exit (university st s/b off ramp exit number 80) ** - citrus ave uc under 10 - ** from judson st - 038e - to crafton ave exit (crafton ave) *,"nv line Nv Line, California",nv line and I-15,-115.391301,35.607169,I-15 AND I-215,-117.408750,34.223824,I-10 AND I-215,-117.2964956,34.0641924,I-10 AND UNIVERSITY ST  (UNIVERSITY ST S/B OFF RAMP  NUMBER 80) **,,,UNIVERSITY ST  (UNIVERSITY ST S/B OFF RAMP  NUMBER 80) ** AND CITRUS AVE UC UNDER 10,,,CITRUS AVE UC UNDER 10 AND ** FROM JUDSON ST,,,** FROM JUDSON ST AND SR-38,,,SR-38 AND CRAFTON AVE  (CRAFTON AVE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000214,2023,01/03/2023,01/09/2023,OFFICE TRAILER,California,Perris,Placentia,* from ramona expwy w/b on ramp - 215n - to main st exit (orange st e/b off ramp exit number 52b) ** from main st(riverside) s/b on ramp - 060w - to rubidoux exit (rubidoux blvd n/b off ramp) ** from rubidoux blvd s/b on ramp - 060w - 083s - 071s - 091w - 090w - to la palma ave exit (la palma ave) *,"ramona expwy w Perris, California",ramona expwy w and I-215,-117.2508646,33.843808,I-215 AND MAIN ST  (ORANGE ST E/B OFF RAMP  NUMBER 52B) ** FROM MAIN ST(RIVERSIDE) S/B ON RAMP,,,MAIN ST  (ORANGE ST E/B OFF RAMP  NUMBER 52B) ** FROM MAIN ST(RIVERSIDE) S/B ON RAMP AND SR-60,,,SR-60 AND RUBIDOUX  (RUBIDOUX BLVD N/B OFF RAMP) ** FROM RUBIDOUX BLVD S/B ON RAMP,,,RUBIDOUX  (RUBIDOUX BLVD N/B OFF RAMP) ** FROM RUBIDOUX BLVD S/B ON RAMP AND SR-60,,,SR-60 AND SR-83,-117.650855,34.030425,SR-71 AND SR-83,-117.659484,33.930733,SR-71 AND SR-91,-117.641555,33.883280,SR-90 AND SR-91,-117.790588,33.854400,SR-90 AND LA PALMA AVE  (LA PALMA AVE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000213,2023,01/05/2023,01/11/2023,UNLADEN BLADE TRAILER,California,Lompoc,Stockton,* from santa lucia cyn rd - 001n - 135n - to union valley pkwy exit (union valley pkwy) ** from union valley pkwy e/b on ramp - 101n - 046e - 005n - 004w - to port of stockton expressway exit (port of stockton expressway) *,"santa lucia cyn rd Lompoc, California",santa lucia cyn rd and SR-1,-120.4891254,34.7131282,SR-1 AND SR-135,-120.452668,34.851470,SR-135 AND UNION VALLEY PKWY  (UNION VALLEY PKWY) ** FROM UNION VALLEY PKWY E/B ON RAMP,,,UNION VALLEY PKWY  (UNION VALLEY PKWY) ** FROM UNION VALLEY PKWY E/B ON RAMP AND US-101,,,SR-46 AND US-101,-120.685089,35.642589,I-5 AND SR-46,-119.653306,35.616297,SR-4 AND I-5,-121.300591,37.948246,SR-4 AND PORT OF STOCKTON EXPRESSWAY  (PORT OF STOCKTON EXPRESSWAY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000247,2023,01/03/2023,01/09/2023,JOHN DEERE 9570 TRACTOR,California,"8580 20Th Ave E, Blythe, Ca",Az Line @ I-10,* from intake blvd/ needles n/b on ramp - 010e - to az line 10 exit *,"intake blvd 8580 20Th Ave E, Blythe, Ca, California",intake blvd and I-10,-114.5707078,33.607429,I-10 AND AZ LINE 10,-114.5311155,33.6047178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000212,2023,01/05/2023,01/11/2023,UNLADEN BLADE TRAILER,California,Lompoc,Stockton,* from santa lucia cyn rd - 001n - 135n - to union valley pkwy exit (union valley pkwy) ** from union valley pkwy e/b on ramp - 101n - 046e - 005n - 004w - to port of stockton expressway exit (port of stockton expressway) *,"santa lucia cyn rd Lompoc, California",santa lucia cyn rd and SR-1,-120.4891254,34.7131282,SR-1 AND SR-135,-120.452668,34.851470,SR-135 AND UNION VALLEY PKWY  (UNION VALLEY PKWY) ** FROM UNION VALLEY PKWY E/B ON RAMP,,,UNION VALLEY PKWY  (UNION VALLEY PKWY) ** FROM UNION VALLEY PKWY E/B ON RAMP AND US-101,,,SR-46 AND US-101,-120.685089,35.642589,I-5 AND SR-46,-119.653306,35.616297,SR-4 AND I-5,-121.300591,37.948246,SR-4 AND PORT OF STOCKTON EXPRESSWAY  (PORT OF STOCKTON EXPRESSWAY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000211,2023,01/05/2023,01/11/2023,UNLADEN BLADE TRAILER,California,Lompoc,Stockton,* from santa lucia cyn rd - 001n - 135n - to union valley pkwy exit (union valley pkwy) ** from union valley pkwy e/b on ramp - 101n - 046e - 005n - 004w - to port of stockton expressway exit (port of stockton expressway) *,"santa lucia cyn rd Lompoc, California",santa lucia cyn rd and SR-1,-120.4891254,34.7131282,SR-1 AND SR-135,-120.452668,34.851470,SR-135 AND UNION VALLEY PKWY  (UNION VALLEY PKWY) ** FROM UNION VALLEY PKWY E/B ON RAMP,,,UNION VALLEY PKWY  (UNION VALLEY PKWY) ** FROM UNION VALLEY PKWY E/B ON RAMP AND US-101,,,SR-46 AND US-101,-120.685089,35.642589,I-5 AND SR-46,-119.653306,35.616297,SR-4 AND I-5,-121.300591,37.948246,SR-4 AND PORT OF STOCKTON EXPRESSWAY  (PORT OF STOCKTON EXPRESSWAY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000216,2023,01/04/2023,01/10/2023,STEEL PLATE,California,Fresno,Fresno,* from jensen ave w/b on ramp - 099n - to clinton ave exit (clinton ave e/b off ramp exit number 136) *,"jensen ave Fresno, California",jensen ave and SR-99,-119.7740558,36.7068583,SR-99 AND CLINTON AVE  (CLINTON AVE E/B OFF RAMP  NUMBER 136),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000108,2023,01/03/2023,01/09/2023,VOLVO EXCAVATOR,California,Long Beach,Nv Line 15,* from harbor scenic dr on ramp - 710n - 105e - 605n - 10e - 57n - 210e - 15n - to nv line 15 *,"harbor scenic dr Long Beach, California",harbor scenic dr and I-710,-118.2072704,33.765434,I-105 AND I-710,-118.1801015,33.9128225,I-105 AND I-605,-118.1048384,33.9139358,I-10 AND I-605,-118.0000932,34.0650647,I-10 AND SR-57,-117.8065739,34.0651133,SR-57 AND SR-210,-117.8243558,34.1205105,I-15 AND SR-210,-117.495885,34.136374,I-15 AND NV LINE 15,-115.392266,35.6048034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000217,2023,01/04/2023,01/10/2023,STEEL PLATE,California,Fresno,Paso Robles,* from clinton ave w/b on ramp - 099s - 041s - 046w - to 24th st exit (24th st) *,"clinton ave Fresno, California",clinton ave and SR-99,-119.8387299,36.7718895,SR-41 AND SR-99,-119.7847169,36.7176454,SR-41 AND SR-46,-120.284462,35.734561,SR-24 AND SR-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000221,2023,01/03/2023,01/09/2023,JD 160 EXCAVATOR,California,Campo,Az Line,* from forest gate rd - 094e - to buckman springs rd( s1) exit (buckman springs rd (s1)) ** from buckman springs rd n/b on ramp - 008e - to az line 8 exit *,"forest gate rd Campo, California",forest gate rd and SR-94,-116.4741423,32.6083469,SR-94 AND BUCKMAN SPRINGS RD( S1)  (BUCKMAN SPRINGS RD (S1)) ** FROM BUCKMAN SPRINGS RD N/B ON RAMP,,,BUCKMAN SPRINGS RD( S1)  (BUCKMAN SPRINGS RD (S1)) ** FROM BUCKMAN SPRINGS RD N/B ON RAMP AND I-8,,,I-8 AND AZ LINE 8,-114.6178137,32.7285541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000220,2023,01/03/2023,01/09/2023,STEEL FRAME,California,Otay Mesa,San Bernardino,* from commercial vehicle border entrance - 905w - to chp commercial inspection exit (chp commercial inspection station) ** from siempre viva rd s/b on ramp - 905w - 805n - 015n - 215n - 010e - to tippecanoe ave exit (tippecanoe ave n/b off ramp exit number 74) *,"commercial vehicle border entrance Otay Mesa, California",commercial vehicle border and SR-905,-116.939074,32.5518611,SR-905 AND CHP COMMERCIAL INSPECTION  (CHP COMMERCIAL INSPECTION STATION) ** FROM SIEMPRE VIVA RD S/B ON RAMP,,,CHP COMMERCIAL INSPECTION  (CHP COMMERCIAL INSPECTION STATION) ** FROM SIEMPRE VIVA RD S/B ON RAMP AND SR-905,,,I-805 AND SR-905,-117.0406132,32.5681478,I-15 AND I-805,-117.114120,32.738542,I-15 AND I-215,-117.408750,34.223824,I-10 AND I-215,-117.2964956,34.0641924,I-10 AND TIPPECANOE AVE  (TIPPECANOE AVE N/B OFF RAMP  NUMBER 74),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000232,2023,01/03/2023,01/09/2023,2 AIRCRAFT PARTS - CRATED FOR PROTECTION End to End,California,"100 S Broad Ave, Wilimington, Ca",Az Line,* from harry bridges blvd w/b on ramp - 110n - 001s - 710n - 405s - 605n - 010e - 015n - 040e - to az line 40 exit *,"harry bridges blvd 100 S Broad Ave, Wilimington, Ca, California",harry bridges blvd and SR-110,-118.2799581,33.7718881,SR-1 AND SR-110,-118.2820661,33.7905789,SR-1 AND I-710,-118.207872,33.789912,I-405 AND I-710,-118.2074519,33.8263771,I-405 AND I-605,-118.0938338,33.7863509,I-10 AND I-605,-118.0000932,34.0650647,I-10 AND I-15,-117.544920,34.067352,I-15 AND I-40,-117.008954,34.886545,I-40 AND AZ LINE 40,-114.4878107,34.7171822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000219,2023,01/03/2023,01/09/2023,43 TIARA POWERBOAT,California,Newport Beach,Alpine,* from jamboree rd - 001n - to costa mesa/ rte 55 north exit (old newport blvd ) ** from old newport blvd - 055n - 405s - 005s - 805s - 008e - to tavern rd exit (tavern rd n/b off ramp exit number 30) *,"jamboree rd Newport Beach, California",jamboree rd and SR-1,-117.8906674,33.6127508,SR-1 AND COSTA MESA/ RTE 55 NORTH  (OLD NEWPORT BLVD ) ** FROM OLD NEWPORT BLVD,,,COSTA MESA/ RTE 55 NORTH  (OLD NEWPORT BLVD ) ** FROM OLD NEWPORT BLVD AND SR-55,,,SR-55 AND I-405,-117.8722219,33.6873201,I-5 AND I-405,-117.731998,33.640746,I-5 AND I-805,-117.040268,32.549777,I-8 AND I-805,-117.131980,32.771822,I-8 AND TAVERN RD  (TAVERN RD N/B OFF RAMP  NUMBER 30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000218,2023,01/04/2023,01/10/2023,JOHN DEERE TD3427 HAY/FORAGE ATTACHMENT,California,Az Line,"3275 Ca-86, Imperial",* from az line 8 - 008w - 111n - to harris rd exit (harris rd) *,"az line Az Line, California",I-8 and Arizona Line,-114.608218,32.698957,I-8 AND SR-111,-115.501143,32.773791,SR-111 AND HARRIS RD  (HARRIS RD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000262,2023,01/04/2023,01/10/2023,3600 TIARA CORONET POWERBOAT,California,Newport Beach,Arizona Line/10,* from newport blvd - 055n - 005n - 057n - 060e - 015n - 010e - to az line 10 exit *,"newport blvd Newport Beach, California",newport blvd and SR-55,-117.9293269,33.6212238,I-5 AND SR-55,-117.833823,33.740668,I-5 AND SR-57,-117.880123,33.7822912,SR-57 AND SR-60,-117.833789,34.002173,I-15 AND SR-60,-117.550268,34.021768,I-10 AND I-15,-117.544920,34.067352,I-10 AND AZ LINE 10,-114.5311155,33.6047178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000223,2023,01/03/2023,01/09/2023,MODULAR HOUSE,California,Or Line,San Jose,* from or line 5 - 005s - 505s - 080w - 680s - 262(mission blvd) - 880s - 280n - to saratoga ave exit (saratoga ave w/b off ramp) *,"or line Or Line, California",I-5 and Oregon Line,-122.6154688,42.0053774,I-5 AND I-505,-121.941668,38.849695,I-80 AND I-505,-121.9563057,38.370683,I-80 AND I-680,-122.1379333,38.2163797,SR-262 AND I-680,-121.923224,37.495525,SR-262 AND I-880,-121.936932,37.483656,I-280 AND I-880,-121.9402621,37.3172818,I-280 AND SARATOGA AVE  (SARATOGA AVE W/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000222,2023,01/03/2023,01/09/2023,ROCKET AFTERBURNER,California,Bell Gardens,San Bernardino,* from florence ave w/b on ramp - 710n - 010e - to tippecanoe ave exit (anderson st s/b off ramp exit number 74) *,"florence ave Bell Gardens, California",florence ave and I-710,-118.1678138,33.9681684,I-10 AND I-710,-118.165152,34.061214,I-10 AND TIPPECANOE AVE  (ANDERSON ST S/B OFF RAMP  NUMBER 74),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000225,2023,01/06/2023,01/12/2023,2 Tractors End to End Make: CAT Model: 305CR; D3 SN: 5G502024; XKY04523,California,Az Line,"50 Enterprise Ct, Napa, Ca, 94558",* from az line 40 - 040w - 015s - 058w - 099n - 046w - 005n - 580w - 680n - 780w - 080e - 037w - 029n - 221n - to syar industries exit (syar industries const) *,"az line Az Line, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-15 AND I-40,-117.008954,34.886545,I-15 AND SR-58,-117.076548,34.870725,SR-58 AND SR-99,-119.0395304,35.3526592,SR-46 AND SR-99,-119.2112125,35.6017319,I-5 AND SR-46,-119.653306,35.616297,I-5 AND I-580,-121.340756,37.596558,I-580 AND I-680,-121.922687,37.700955,I-680 AND SR-780,-122.1304573,38.0510052,I-80 AND SR-780,-122.2304448,38.091502,SR-37 AND I-80,-122.219901,38.139415,SR-29 AND SR-37,-122.2560807,38.1399243,SR-29 AND SR-221,-122.268511,38.241562,SR-221 AND SYAR INDUSTRIES  (SYAR INDUSTRIES CONST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000242,2023,01/04/2023,01/10/2023,LINKBELT 5800 EXCAVATOR,California,Covina,Lake Elsinore,* grand ave uc (west covina) under 210 * from holt ave n/b on ramp - 010e - 057s - 060w - to grand ave exit (grand ave s/b off ramp exit number 24b) - from grand ave s/b on ramp - 060e - 071s - 091e - 015s - 074w - to grand ave exit (grand ave) *,"holt ave Covina, California",holt ave and I-10,-117.864537,34.070304,I-10 AND SR-57,-117.8065739,34.0651133,SR-57 AND SR-60,-117.833789,34.002173,SR-60 AND GRAND AVE  (GRAND AVE S/B OFF RAMP  NUMBER 24B),,,GRAND AVE  (GRAND AVE S/B OFF RAMP  NUMBER 24B) AND GRAND AVE S/B ON RAMP,,,GRAND AVE S/B ON RAMP AND SR-60,,,SR-60 AND SR-71,-117.7492327,34.0232317,SR-71 AND SR-91,-117.641555,33.883280,I-15 AND SR-91,-117.547322,33.881866,I-15 AND SR-74,-117.337629,33.691987,SR-74 AND GRAND AVE  (GRAND AVE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000163,2023,01/03/2023,01/09/2023,MODULAR BUILDING (WCS 1300768),California,Ca Line 395,San Jose,* from nv line 395(north) - 395n - 70w - 49s - 89s - 80w - 680s - 101s - to capitol expwy w/b off ramp exit 382 *,"nv line Ca Line 395, California",US-395 and Nevada Line,-120.001569,39.673683,SR-70 AND US-395,-120.038744,39.775167,SR-49 AND SR-70,-120.178064,39.804518,SR-49 AND SR-89,-120.367000,39.589529,I-80 AND SR-89,-120.2077074,39.3230493,I-80 AND I-680,-122.1379333,38.2163797,US-101 AND I-680,-121.851952,37.339616,US-101 AND CAPITOL EXPWY W/B OFF RAMP  382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000226,2023,01/03/2023,01/09/2023,MACHINING CENTER,California,Wilmington,Nv Line,* from harbor ave - 001s - 710n - 105e - 605n - 210e - 015n - to nv line 15 exit *,"harbor ave Wilmington, California",harbor ave and SR-1,-118.2105041,33.7898182,SR-1 AND I-710,-118.207872,33.789912,I-105 AND I-710,-118.1801015,33.9128225,I-105 AND I-605,-118.1048384,33.9139358,SR-210 AND I-605,-117.957446,34.134298,I-15 AND SR-210,-117.495885,34.136374,I-15 AND NV LINE 15,-115.392266,35.6048034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000164,2023,01/03/2023,01/09/2023,UNLADEN (WCS 1300768),California,San Jose,Nv Line 80,* from capitol expressway e/b on ramp - 101n - 680n - 80e - to nv line 80 exit *,"capitol expressway e San Jose, California",capitol expressway e and US-101,-121.816731,37.3031229,US-101 AND I-680,-121.851952,37.339616,I-80 AND I-680,-122.1379333,38.2163797,I-80 AND NV LINE 80,-120.0029996,39.4680353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000234,2023,01/04/2023,01/10/2023,WATER BATH VAPORIZER,California,Murrieta,Nv Line,* murrieta hot springs rd over hwy 15 * from murrieta hot sprgs rd e/b on ramp - 215n - 015n - to nv line 15 exit *,"murrieta hot sprgs rd Murrieta, California",murrieta hot sprgs rd and I-215,-117.1808721,33.5562286,I-15 AND I-215,-117.408750,34.223824,I-15 AND NV LINE 15,-115.392266,35.6048034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000238,2023,01/03/2023,01/09/2023,BATTERY,California,San Pedro,Boron,* from seaside fwy - 710n - 105w - 405n - 005n - 014n - 058e - 395n - to farmington rd exit (farmington rd) *,"seaside fwy San Pedro, California",seaside fwy and I-710,-118.2323959,33.7606061,I-105 AND I-710,-118.1801015,33.9128225,I-105 AND I-405,-118.3683925,33.9299777,I-5 AND I-405,-117.731998,33.640746,I-5 AND SR-14,-118.508647,34.334785,SR-14 AND SR-58,-118.1721488,35.0477644,SR-58 AND US-395,-117.542579,34.996049,US-395 AND FARMINGTON RD  (FARMINGTON RD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000245,2023,01/04/2023,01/10/2023,PRESS PUNCH MACHINE,California,Pomona,Woodland,* from mission blvd w/b on ramp - 071n - 057n - 210w - 005n - to templin highway exit (templin highway e/b off ramp exit number 183) - detour via ramps - from templin highway w/b on ramp - 005n - 580w - 680n - 080e - 113n - 005n - 113n - to churchill downs ave exit (churchill downs ave) *,"mission blvd Pomona, California",mission blvd and SR-71,-117.7812753,34.0534706,SR-57 AND SR-71,-117.807857,34.069369,SR-57 AND SR-210,-117.8243558,34.1205105,I-5 AND SR-210,-118.4903133,34.3159777,I-5 AND TEMPLIN HIGHWAY  (TEMPLIN HIGHWAY E/B OFF RAMP  NUMBER 183),,,TEMPLIN HIGHWAY  (TEMPLIN HIGHWAY E/B OFF RAMP  NUMBER 183) AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND TEMPLIN HIGHWAY W/B ON RAMP,,,TEMPLIN HIGHWAY W/B ON RAMP AND I-5,,,I-5 AND I-580,-121.340756,37.596558,I-580 AND I-680,-121.922687,37.700955,I-80 AND I-680,-122.1379333,38.2163797,I-80 AND SR-113,-121.7702521,38.519704,I-5 AND SR-113,-121.751637,38.685321,I-5 AND SR-113,-121.751637,38.685321,SR-113 AND CHURCHILL DOWNS AVE  (CHURCHILL DOWNS AVE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000166,2023,01/03/2023,01/09/2023,JOHN DEERE 470 EXCAVATOR W/ ATTACHMENT DETACHED AND RELOADED,California,Huntington Beach,Hawthorne,* from heil ave - 039n - 022w - 405n - 022w - 001n - to wilmington blvd exit (wilmington blvd) *,"heil ave Huntington Beach, California",heil ave and SR-39,-117.9892078,33.7229396,SR-22 AND SR-39,-117.9923035,33.7710974,SR-22 AND I-405,-118.085186,33.774544,SR-22 AND I-405,-118.085186,33.774544,SR-1 AND SR-22,-118.122776,33.775379,SR-1 AND WILMINGTON BLVD  (WILMINGTON BLVD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000236,2023,01/04/2023,01/10/2023,BAILER,California,Ca,Blythe,* from nv line 95 - 095s - 040e - 095s - to intake blvd exit (intake blvd) *,"nv line Ca, California",nv line and US-95,-114.849156,35.1752649,I-40 AND US-95,-114.5969206,34.8240555,I-40 AND US-95,-114.5969206,34.8240555,US-95 AND INTAKE BLVD  (INTAKE BLVD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000240,2023,01/03/2023,01/09/2023,WIRE MESH,California,Az Line,Ontario,* from az line 10 - 010w - 060w - 215n - 060w - to hamner ave exit (south hamner ave s/b off ramp) *,"az line Az Line, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-10 AND SR-60,-116.989441,33.932887,SR-60 AND I-215,-117.357307,33.993341,SR-60 AND I-215,-117.357307,33.993341,SR-60 AND HAMNER AVE  (SOUTH HAMNER AVE S/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
