dataperiods,modeoftravel,zoneid,zonename,linezonelength(miles),zoneispass-through,zonedirection(degrees),zoneisbi-direction,daytype,daypart,averagedailysegmenttraffic(stlvolume),avgsegmentspeed(mph),avgsegmenttraveltime(sec),freeflowspeed(mph),freeflowfactor,vehiclemilesoftravel(stlvolume),vehiclehoursofdelay(stlvolume),5thspeedpercentile,10thspeedpercentile,15thspeedpercentile,20thspeedpercentile,25thspeedpercentile,30thspeedpercentile,35thspeedpercentile,40thspeedpercentile,45thspeedpercentile,50thspeedpercentile,55thspeedpercentile,60thspeedpercentile,65thspeedpercentile,70thspeedpercentile,75thspeedpercentile,80thspeedpercentile,85thspeedpercentile,90thspeedpercentile,95thspeedpercentile
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 685518,1.231,yes,221,no,0: All Days (M-Su),0: All Day (12am-12am),80802,69,64,74.448,0.926,99483.2,106.48,57,60,62,63,64,66,67,68,68,69,70,71,72,73,74,75,77,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 685518,1.231,yes,221,no,1: Weekday (M-Th),0: All Day (12am-12am),82532,68,65,74.448,0.917,101613.0,122.99,56,59,61,62,64,65,66,67,68,69,70,71,72,73,74,75,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 685518,1.231,yes,221,no,2: Weekend (Sa-Su),0: All Day (12am-12am),72422,70,63,74.448,0.945,89165.2,69.05,59,62,63,65,66,67,68,69,70,71,71,72,73,74,75,76,78,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 686634,0.166,yes,26,no,0: All Days (M-Su),0: All Day (12am-12am),109233,53,11,69.49,0.77,18172.2,78.29,19,27,33,39,43,47,50,52,54,57,59,61,63,65,67,69,71,73,76
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 686634,0.166,yes,26,no,1: Weekday (M-Th),0: All Day (12am-12am),108738,52,12,69.49,0.748,18089.8,87.52,19,26,32,37,41,45,48,50,53,55,57,59,61,63,65,67,69,72,75
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 686634,0.166,yes,26,no,2: Weekend (Sa-Su),0: All Day (12am-12am),103394,58,10,69.49,0.829,17200.7,51.11,22,32,40,46,50,53,55,57,59,61,63,65,66,68,70,71,73,75,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 688144,0.575,yes,24,no,0: All Days (M-Su),0: All Day (12am-12am),100353,58,36,71.803,0.811,57655.7,187.74,25,34,42,48,51,54,56,58,60,61,63,65,66,68,69,71,73,75,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 688144,0.575,yes,24,no,1: Weekday (M-Th),0: All Day (12am-12am),98314,55,38,71.803,0.768,56484.0,237.7,22,29,36,42,47,50,53,55,57,58,60,62,64,65,67,69,71,73,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 688144,0.575,yes,24,no,2: Weekend (Sa-Su),0: All Day (12am-12am),99128,65,32,71.803,0.9,56951.5,87.98,42,52,55,58,60,61,62,64,65,66,67,68,70,71,72,74,75,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 688639,0.255,yes,349,no,0: All Days (M-Su),0: All Day (12am-12am),75919,65,14,72.955,0.892,19329.5,32.03,50,54,56,58,59,61,62,63,65,66,67,68,69,70,71,73,74,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 688639,0.255,yes,349,no,1: Weekday (M-Th),0: All Day (12am-12am),78611,64,14,72.955,0.883,20014.8,36.2,49,53,55,57,59,60,61,63,64,65,66,67,69,70,71,72,74,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 688639,0.255,yes,349,no,2: Weekend (Sa-Su),0: All Day (12am-12am),65959,67,14,72.955,0.916,16793.6,21.19,53,56,58,60,62,63,64,65,66,67,68,69,70,71,73,74,76,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 689515,0.344,yes,11,no,0: All Days (M-Su),0: All Day (12am-12am),112963,59,21,72.161,0.816,38870.9,121.67,29,36,42,46,50,54,56,59,61,62,64,65,67,68,70,71,73,75,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 689515,0.344,yes,11,no,1: Weekday (M-Th),0: All Day (12am-12am),112285,56,22,72.161,0.77,38637.4,159.69,27,33,38,42,45,48,51,54,56,58,60,62,64,66,67,69,71,73,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 689515,0.344,yes,11,no,2: Weekend (Sa-Su),0: All Day (12am-12am),107322,66,19,72.161,0.916,36929.6,46.87,47,55,58,60,62,63,64,65,67,68,69,70,71,72,73,74,75,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 689516,0.575,yes,29,no,0: All Days (M-Su),0: All Day (12am-12am),123809,59,35,71.72,0.816,71197.4,223.2,27,35,41,46,50,53,56,58,60,62,64,65,67,68,70,72,73,75,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 689516,0.575,yes,29,no,1: Weekday (M-Th),0: All Day (12am-12am),122902,55,38,71.72,0.769,70675.6,295.78,25,31,36,41,44,48,51,53,56,58,60,62,64,66,68,70,71,74,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 689516,0.575,yes,29,no,2: Weekend (Sa-Su),0: All Day (12am-12am),117837,66,31,71.72,0.92,67763.1,82.52,48,54,57,59,61,63,64,65,66,67,69,70,71,72,73,74,76,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 689722,0.528,yes,200,no,0: All Days (M-Su),0: All Day (12am-12am),18460,48,39,58.631,0.825,9748.67,35.21,25,36,40,42,44,45,46,48,49,50,51,52,53,54,56,57,58,60,63
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 689722,0.528,yes,200,no,1: Weekday (M-Th),0: All Day (12am-12am),18787,47,41,58.631,0.8,9921.34,42.34,17,30,37,40,42,44,45,47,48,49,50,51,52,54,55,56,58,60,63
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 689722,0.528,yes,200,no,2: Weekend (Sa-Su),0: All Day (12am-12am),16508,51,37,58.631,0.867,8717.67,22.89,37,40,43,44,46,47,48,49,50,51,52,53,54,55,57,58,60,61,64
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 689791,0.39,yes,360,no,0: All Days (M-Su),0: All Day (12am-12am),64268,65,21,72.665,0.901,25060.5,37.95,42,51,55,58,60,62,64,65,66,68,69,70,71,73,74,75,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 689791,0.39,yes,360,no,1: Weekday (M-Th),0: All Day (12am-12am),66701,64,22,72.665,0.878,26009.2,49.89,34,46,52,55,58,60,62,64,65,67,68,69,71,72,73,75,76,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 689791,0.39,yes,360,no,2: Weekend (Sa-Su),0: All Day (12am-12am),55196,69,20,72.665,0.946,21523.0,16.93,53,57,60,62,63,65,66,67,69,70,71,72,73,74,75,76,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690048,0.431,yes,182,no,0: All Days (M-Su),0: All Day (12am-12am),73847,70,22,75.31,0.933,31842.0,30.18,57,60,62,64,65,67,68,69,70,71,72,73,74,75,76,77,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690048,0.431,yes,182,no,1: Weekday (M-Th),0: All Day (12am-12am),74111,69,22,75.31,0.923,31955.6,35.49,56,59,61,63,65,66,67,68,69,70,71,72,73,74,75,76,78,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690048,0.431,yes,182,no,2: Weekend (Sa-Su),0: All Day (12am-12am),69315,72,22,75.31,0.956,29887.5,18.29,60,62,64,66,67,68,69,70,71,72,73,74,75,76,77,78,80,81,84
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690053,0.202,yes,182,no,0: All Days (M-Su),0: All Day (12am-12am),82316,69,10,74.944,0.927,16608.6,17.55,54,57,60,62,64,65,67,68,69,70,71,72,74,75,76,77,78,80,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690053,0.202,yes,182,no,1: Weekday (M-Th),0: All Day (12am-12am),82570,69,11,74.944,0.916,16659.8,20.49,53,56,59,61,63,65,66,67,68,70,71,72,73,74,75,76,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690053,0.202,yes,182,no,2: Weekend (Sa-Su),0: All Day (12am-12am),77238,71,10,74.944,0.951,15583.9,10.66,57,60,63,64,66,67,69,70,71,72,73,74,75,76,77,78,80,81,84
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690054,0.432,yes,177,no,0: All Days (M-Su),0: All Day (12am-12am),122442,66,23,73.356,0.902,52878.9,78.27,48,53,56,58,60,62,63,65,66,67,69,70,71,72,74,75,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690054,0.432,yes,177,no,1: Weekday (M-Th),0: All Day (12am-12am),122844,65,24,73.356,0.891,53052.3,88.06,47,52,55,57,59,61,62,64,65,67,68,69,70,72,73,74,76,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690054,0.432,yes,177,no,2: Weekend (Sa-Su),0: All Day (12am-12am),114159,68,23,73.356,0.93,49301.5,50.35,53,56,59,61,62,64,65,67,68,69,70,71,72,74,75,76,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690125,0.345,yes,181,no,0: All Days (M-Su),0: All Day (12am-12am),16624,58,21,64.568,0.898,5735.31,10.14,44,49,51,53,55,56,57,58,59,60,60,61,62,63,64,65,66,68,70
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690125,0.345,yes,181,no,1: Weekday (M-Th),0: All Day (12am-12am),16825,57,22,64.568,0.878,5804.52,12.5,30,47,50,52,54,55,56,57,58,59,60,61,62,62,63,65,66,67,70
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690125,0.345,yes,181,no,2: Weekend (Sa-Su),0: All Day (12am-12am),15076,60,21,64.568,0.931,5201.32,5.97,49,52,54,55,56,57,58,59,60,61,61,62,63,64,65,66,67,68,71
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690222,0.279,yes,202,no,0: All Days (M-Su),0: All Day (12am-12am),50583,65,16,71.629,0.903,14123.7,21.23,41,54,57,60,61,63,64,65,66,67,68,69,70,71,72,73,74,76,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690222,0.279,yes,202,no,1: Weekday (M-Th),0: All Day (12am-12am),51549,63,16,71.629,0.882,14393.4,27.01,28,50,55,58,60,62,63,64,65,66,67,68,69,70,71,72,74,75,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690222,0.279,yes,202,no,2: Weekend (Sa-Su),0: All Day (12am-12am),44957,68,15,71.629,0.949,12552.8,9.36,56,59,61,63,64,65,66,67,68,68,69,70,71,72,73,74,75,77,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690294,0.145,yes,169,no,0: All Days (M-Su),0: All Day (12am-12am),97601,69,8,75.281,0.912,14106.8,18.05,51,55,59,61,63,65,66,68,69,70,71,72,73,74,75,77,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690294,0.145,yes,169,no,1: Weekday (M-Th),0: All Day (12am-12am),99564,68,8,75.281,0.903,14390.5,20.52,50,54,58,60,62,64,66,67,68,69,71,72,73,74,75,76,78,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690294,0.145,yes,169,no,2: Weekend (Sa-Su),0: All Day (12am-12am),87200,70,7,75.281,0.933,12603.4,11.95,53,58,61,63,65,67,68,69,70,71,72,73,74,76,77,78,79,81,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690612,0.306,yes,180,no,0: All Days (M-Su),0: All Day (12am-12am),73172,70,16,74.101,0.944,22388.5,17.84,57,60,62,64,65,66,68,69,70,70,71,72,73,74,75,76,78,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690612,0.306,yes,180,no,1: Weekday (M-Th),0: All Day (12am-12am),75301,69,16,74.101,0.936,23039.8,21.16,56,59,61,63,65,66,67,68,69,70,71,72,73,74,75,76,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690612,0.306,yes,180,no,2: Weekend (Sa-Su),0: All Day (12am-12am),62882,71,15,74.101,0.964,19240.1,9.71,59,62,64,66,67,68,69,70,71,72,73,73,74,75,76,77,79,80,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690666,0.334,yes,164,no,0: All Days (M-Su),0: All Day (12am-12am),88289,66,18,73.004,0.908,29468.3,40.99,49,53,56,58,60,62,63,65,66,67,69,70,71,72,73,75,76,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690666,0.334,yes,164,no,1: Weekday (M-Th),0: All Day (12am-12am),89217,66,18,73.004,0.901,29778.1,44.76,49,53,55,58,60,61,63,64,66,67,68,69,70,72,73,74,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690666,0.334,yes,164,no,2: Weekend (Sa-Su),0: All Day (12am-12am),80745,67,18,73.004,0.924,26950.4,30.55,51,54,57,59,61,63,64,66,67,68,70,71,72,73,75,76,77,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690788,0.639,yes,344,no,0: All Days (M-Su),0: All Day (12am-12am),69341,68,34,75.635,0.903,44325.1,62.72,51,56,59,61,63,64,66,67,68,69,71,72,73,74,75,77,78,80,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690788,0.639,yes,344,no,1: Weekday (M-Th),0: All Day (12am-12am),70127,67,34,75.635,0.891,44827.5,72.17,49,54,57,60,61,63,65,66,67,69,70,71,72,74,75,76,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 690788,0.639,yes,344,no,2: Weekend (Sa-Su),0: All Day (12am-12am),64306,71,33,75.635,0.932,41107.0,39.43,56,59,62,63,65,66,68,69,70,71,72,73,74,76,77,78,79,81,84
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 698655,0.769,yes,199,no,0: All Days (M-Su),0: All Day (12am-12am),115328,52,53,74.44,0.696,88716.6,521.22,17,21,26,30,34,38,42,47,52,56,59,62,65,67,69,72,74,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 698655,0.769,yes,199,no,1: Weekday (M-Th),0: All Day (12am-12am),111938,47,59,74.44,0.633,86108.7,671.01,15,19,22,25,29,32,35,39,43,47,52,55,59,62,65,69,72,75,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 698655,0.769,yes,199,no,2: Weekend (Sa-Su),0: All Day (12am-12am),116485,61,45,74.44,0.82,89606.3,264.26,26,34,40,47,52,56,59,61,63,65,67,69,70,72,73,75,77,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 699066,0.303,yes,182,no,0: All Days (M-Su),0: All Day (12am-12am),87962,70,16,74.611,0.934,26686.8,25.13,55,58,61,63,64,66,67,68,69,70,72,73,74,75,76,77,79,80,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 699066,0.303,yes,182,no,1: Weekday (M-Th),0: All Day (12am-12am),88690,69,16,74.611,0.924,26907.7,29.63,54,57,60,62,63,65,66,67,69,70,71,72,73,74,75,77,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 699066,0.303,yes,182,no,2: Weekend (Sa-Su),0: All Day (12am-12am),81260,71,15,74.611,0.958,24653.6,14.56,58,61,63,65,66,68,69,70,71,72,73,74,75,76,77,78,80,82,84
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 703991,1.468,yes,55,no,0: All Days (M-Su),0: All Day (12am-12am),115756,58,91,71.77,0.81,169892.0,556.31,25,31,37,44,50,53,56,58,60,62,64,66,67,69,70,72,74,76,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 703991,1.468,yes,55,no,1: Weekday (M-Th),0: All Day (12am-12am),115968,57,93,71.77,0.788,170202.0,636.82,25,31,36,41,47,51,54,56,58,60,62,64,66,67,69,71,72,74,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 703991,1.468,yes,55,no,2: Weekend (Sa-Su),0: All Day (12am-12am),107990,63,84,71.77,0.876,158493.0,311.39,27,37,50,55,58,61,62,64,65,67,68,69,71,72,73,74,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 703999,0.694,yes,14,no,0: All Days (M-Su),0: All Day (12am-12am),124595,60,42,70.677,0.849,86468.1,218.02,35,43,48,51,53,55,57,59,60,62,63,65,66,68,69,71,72,74,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 703999,0.694,yes,14,no,1: Weekday (M-Th),0: All Day (12am-12am),125514,58,43,70.677,0.818,87105.9,273.45,33,41,45,48,50,52,54,56,58,60,61,63,64,66,67,69,71,73,76
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 703999,0.694,yes,14,no,2: Weekend (Sa-Su),0: All Day (12am-12am),114007,65,38,70.677,0.92,79120.1,97.14,48,53,56,58,60,61,63,64,65,66,67,69,70,71,72,73,75,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 705638,1.479,yes,231,no,0: All Days (M-Su),0: All Day (12am-12am),119592,61,87,72.851,0.837,176899.0,472.2,31,40,47,51,54,56,58,60,62,64,65,67,68,70,71,73,75,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 705638,1.479,yes,231,no,1: Weekday (M-Th),0: All Day (12am-12am),119493,59,90,72.851,0.809,176753.0,572.16,29,37,43,48,51,53,55,58,59,61,63,65,67,68,70,72,74,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 705638,1.479,yes,231,no,2: Weekend (Sa-Su),0: All Day (12am-12am),113179,66,81,72.851,0.901,167414.0,252.45,44,52,55,58,60,61,63,64,66,67,69,70,71,72,74,75,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 705842,0.342,yes,57,no,0: All Days (M-Su),0: All Day (12am-12am),121454,62,20,71.056,0.866,41504.0,90.43,42,46,50,52,54,56,58,60,61,63,64,66,67,68,70,72,73,76,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 705842,0.342,yes,57,no,1: Weekday (M-Th),0: All Day (12am-12am),121482,60,21,71.056,0.84,41513.6,111.12,40,44,47,50,52,54,56,57,59,61,62,64,65,67,68,70,72,74,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 705842,0.342,yes,57,no,2: Weekend (Sa-Su),0: All Day (12am-12am),113597,66,19,71.056,0.927,38819.1,43.04,49,53,56,58,60,61,63,64,65,67,68,69,70,72,73,74,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 958225,0.971,yes,41,no,0: All Days (M-Su),0: All Day (12am-12am),73113,60,59,69.039,0.863,71018.7,163.24,21,37,48,52,55,57,59,61,62,63,65,66,67,68,70,71,73,75,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 958225,0.971,yes,41,no,1: Weekday (M-Th),0: All Day (12am-12am),73571,58,60,69.039,0.847,71463.3,187.19,20,35,46,50,53,56,58,59,61,62,64,65,66,68,69,70,72,74,76
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 958225,0.971,yes,41,no,2: Weekend (Sa-Su),0: All Day (12am-12am),67261,63,56,69.039,0.912,65334.4,91.19,28,49,54,57,59,61,62,63,65,66,67,68,69,70,71,73,74,76,79
