ID,DIST,CO,RTE,PFX,BEGPM,PFX,ENDPM,Length,HG,MAINT_DIST,MAINT_RGN,DIST_RGN,BUDGET ZONE,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,Average LOS score
145,2,TEH,5,R,22,R,23,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
146,2,TEH,5,R,23,R,24,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
147,2,TEH,5,R,24,R,25,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
148,2,TEH,5,R,25,R,26,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
149,2,TEH,5,R,26,R,27,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
150,2,TEH,5,R,27,R,28,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,,X,,,,X,,,,,75,X,,,,,X,,,,,100,88
151,2,TEH,5,,31,,32,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
152,2,TEH,5,,32,,33,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,,X,,,,X,,,,,75,X,,,,,X,,,,,100,88
153,2,TEH,5,,33,,34,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
154,2,TEH,5,,34,,35,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
155,2,TEH,5,,35,,36,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
156,2,TEH,5,,36,,37,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
157,2,TEH,5,,37,,38,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
158,2,TEH,5,,38,,39,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
159,2,TEH,5,,39,,40,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2,SHA,273,,4,,5,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
161,2,SHA,273,,5,,6,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
162,2,SHA,273,,6,,7,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,,X,,,,X,,,,,75,X,,,,,X,,,,,100,88
163,2,SHA,273,,7,,8,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,,X,,,,X,,,,,75,X,,,,,X,,,,,100,88
164,2,SHA,273,,8,,9,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100,X,,,,,,,X,,X,50,75
165,2,SHA,273,,9,,10,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
166,2,SHA,273,,10,,11,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100,,X,,,,X,,,,,75,88
167,2,SHA,273,,11,,12,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
168,2,SHA,273,,12,,13,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
169,2,SHA,273,,13,,14,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,,X,,,,75,X,,,,,X,,,,,100,88
170,2,SHA,273,,14,,15,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,,X,,,X,75,X,,,,,X,,,,,100,88
171,2,SHA,273,,15,,16,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
172,2,SHA,273,,16,,17,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
173,2,SHA,273,,17,,18,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
174,2,SHA,273,,18,,19,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
175,2,SHA,273,,19,,20,1,,2,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,149,26,0,0,0,150,25,0,0,1,93,156,18,1,0,0,161,12,1,0,1,95,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Encampments,,Need 1,0,,Encampments,,Need 1,1,,,Encampments,,Need 1,0,,Encampments,,Need 1,0,,
,,,,,,,,,,,,,,,,,,Need 2,0,,,,Need 2,0,,,,,Need 2,0,,,,Need 2,1,,
