,ID,DIST,CO,RTE,PFX,BEGPM,PREFIX,ENDPM,Length,HG,MAINT_DIST,MAINT_RGN,DIST_RGN,BUDGETZONE,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass.1","NB/EB
Need 1.1","NB/EB
Need 2.1","NB/EB
Construction.1","NB/EB
Encampments.1","SB/WB 
Pass.1","SB/WB
Need 1.1","SB/WB
Need 2.1","SB/WB
Construction.1","SB/WB
Encampments.1",RA LOS Score,Average LOS score
119,132.0,10.0,SJ,99.0,,29.0,,30.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,,1.0,,1.0,,1,,,1.0,25.0,,,X,,,,X,,,,25.0,25.0
120,133.0,10.0,SJ,99.0,,30.0,,31.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,,,1.0,,1.0,50.0,,,X,,,,,X,,,0.0,25.0
121,134.0,10.0,SJ,99.0,,31.0,,32.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,,1,,,1.0,75.0,,X,,,,,,X,,,25.0,50.0
122,135.0,10.0,SJ,99.0,,32.0,,33.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,1.0,,,,,100.0,X,,,,,X,,,,,100.0,100.0
123,136.0,10.0,SJ,99.0,,33.0,,34.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,1,,,,50.0,,X,,,,,X,,,,50.0,50.0
124,137.0,10.0,SJ,99.0,,34.0,,35.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,1.0,,,,,75.0,,,X,,,,X,,,,25.0,50.0
125,138.0,10.0,SJ,99.0,,35.0,,36.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,,1,,,,75.0,,,X,,,,,X,,,0.0,38.0
126,139.0,10.0,SJ,99.0,,36.0,,37.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,,1,,,,75.0,,,X,,,,,X,,,0.0,38.0
127,140.0,10.0,SJ,99.0,,37.0,,38.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,1.0,,,,,75.0,,,X,,,,X,,,,25.0,50.0
129,141.0,10.0,SJ,205.0,,0.0,,1.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,,1,,,,,,1.0,,,25.0,,,X,,,,,X,,,0.0,13.0
130,142.0,10.0,SJ,205.0,,1.0,,2.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,,1,,,,,1,,,,50.0,,X,,,,,,X,,,25.0,38.0
131,143.0,10.0,S,205.0,,2.0,R,3.0,,,,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,,,1.0,,,50.0,,X,,,,,,X,,,25.0,38.0
132,144.0,10.0,SJ,205.0,R,3.0,R,4.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,,,1.0,,,50.0,,X,,,,,,X,,,25.0,38.0
133,145.0,10.0,SJ,205.0,R,4.0,R,5.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,,1,,,,,1,,,,50.0,,X,,,,,,X,,,25.0,38.0
134,146.0,10.0,SJ,205.0,R,5.0,R,6.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,,,1.0,,1.0,50.0,,X,,,,,X,,,,50.0,50.0
135,147.0,10.0,SJ,205.0,R,6.0,R,7.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,,1,,,1.0,,1,,,,50.0,,X,,,,,,X,,,25.0,38.0
136,148.0,10.0,SJ,205.0,R,7.0,R,8.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,,1,,,,,1,,,,50.0,,X,,,,,,X,,,25.0,38.0
137,149.0,10.0,SJ,205.0,R,8.0,R,9.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,,1,,,,75.0,,X,,,,,,X,,,25.0,50.0
138,150.0,10.0,SJ,205.0,R,9.0,R,10.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,,1,,,,75.0,,X,,,,,X,,,,50.0,63.0
139,151.0,10.0,SJ,205.0,R,10.0,R,11.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,,1,,,,75.0,,X,,,,,,X,,,25.0,50.0
140,152.0,10.0,SJ,205.0,R,11.0,R,12.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,,1,,,,,1,,,,50.0,,X,,,,,X,,,,50.0,50.0
141,153.0,10.0,SJ,205.0,R,12.0,R,13.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,,1,,,,,1,,,,50.0,,,X,,,X,,,,,50.0,50.0
143,154.0,10.0,SJ,580.0,,0.0,,1.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,1.0,,,,,75.0,X,,,,,X,,,,,100.0,88.0
144,155.0,10.0,SJ,580.0,,1.0,,2.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,1.0,,,,,100.0,X,,,,,X,,,,,100.0,100.0
145,156.0,10.0,SJ,580.0,,2.0,,3.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,1.0,,,,,100.0,X,,,,,X,,,,,100.0,100.0
146,157.0,10.0,SJ,580.0,,3.0,,4.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,,1,,,,75.0,X,,,,,X,,,,,100.0,88.0
147,158.0,10.0,SJ,580.0,,4.0,,5.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,1.0,,,,,100.0,X,,,,,X,,,,,100.0,100.0
148,159.0,10.0,SJ,580.0,,5.0,,6.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,1.0,,,,,75.0,,X,,,,X,,,,,75.0,75.0
149,160.0,10.0,SJ,580.0,,6.0,,7.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,1.0,,,,,75.0,,X,,,,,X,,,,50.0,63.0
150,161.0,10.0,SJ,580.0,,7.0,,8.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,1.0,,,,,75.0,,X,,,,,X,,,,50.0,63.0
151,162.0,10.0,SJ,580.0,,8.0,,9.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,1.0,,,,,75.0,,X,,,,,,X,,,25.0,50.0
152,163.0,10.0,SJ,580.0,,9.0,,10.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,1.0,,,,,75.0,,X,,,,,,X,,,25.0,50.0
153,164.0,10.0,SJ,580.0,,10.0,,11.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,1.0,,,,,75.0,,X,,,,,,X,,,25.0,50.0
154,165.0,10.0,SJ,580.0,,11.0,,12.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,1.0,,,,,75.0,,X,,,,,,X,,,25.0,50.0
155,166.0,10.0,SJ,580.0,,12.0,,13.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,,1.0,,,1.0,,,,,50.0,,X,,,,,,X,,,25.0,38.0
156,167.0,10.0,SJ,580.0,,13.0,,14.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,1.0,,,,,100.0,,X,,,,,X,,,,50.0,75.0
157,168.0,10.0,SJ,580.0,,14.0,,15.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,,1.0,,,1.0,,,,,50.0,,,X,,,,,X,,,0.0,25.0
159,169.0,10.0,STA,5.0,,0.0,,1.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,,1,,,,75.0,X,,,,,,X,,,,75.0,75.0
160,170.0,10.0,STA,5.0,,1.0,,2.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,,1,,,,75.0,,X,,,,X,,,,,75.0,75.0
161,171.0,10.0,STA,5.0,,2.0,,3.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,,1,,,,75.0,X,,,,,,X,,,,75.0,75.0
162,172.0,10.0,STA,5.0,,3.0,,4.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,,,1.0,,,50.0,,X,,,,,X,,,,50.0,50.0
163,173.0,10.0,STA,5.0,,4.0,,5.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,1,,,,50.0,X,,,,,X,,,,,100.0,75.0
164,174.0,10.0,STA,5.0,,5.0,,6.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,,1.0,,,25.0,X,,,,,,X,,,,75.0,50.0
165,175.0,10.0,STA,5.0,,6.0,,7.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,,1.0,,,25.0,X,,,,,,X,,,,75.0,50.0
166,176.0,10.0,STA,5.0,,7.0,,8.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,,1.0,,,25.0,X,,,,,,X,,,,75.0,50.0
167,177.0,10.0,STA,5.0,,8.0,,9.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,,1,,,,75.0,X,,,,,,X,,,,75.0,75.0
168,178.0,10.0,STA,5.0,,9.0,,10.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,1,,,,50.0,X,,,,,,X,,,,75.0,63.0
169,179.0,10.0,STA,5.0,,10.0,,11.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,,1,,,,75.0,,X,,,,X,,,,,75.0,75.0
170,180.0,10.0,STA,5.0,,11.0,,12.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,,1,,,,75.0,,X,,,,X,,,,,75.0,75.0
171,181.0,10.0,STA,5.0,,12.0,,13.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,1,,,,50.0,X,,,,,X,,,,,100.0,75.0
172,182.0,10.0,STA,5.0,,13.0,,14.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,1.0,,,,,75.0,,,X,,,X,,,,,50.0,63.0
173,183.0,10.0,STA,5.0,,14.0,,15.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,1,,,,50.0,,X,,,,X,,,,,75.0,63.0
174,184.0,10.0,STA,5.0,,15.0,,16.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,1,,,,50.0,,,X,,,,X,,,,25.0,38.0
175,185.0,10.0,STA,5.0,,16.0,,17.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,1.0,,,,,100.0,X,,,,,,X,,,,75.0,88.0
176,186.0,10.0,STA,5.0,,17.0,,18.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,,1,,,,75.0,X,,,,,,X,,,,75.0,75.0
177,187.0,10.0,STA,5.0,,18.0,,19.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,1.0,,,,,1.0,,,,,100.0,X,,,,,,X,,,,75.0,88.0
178,188.0,10.0,STA,5.0,,19.0,,20.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,1,,,,50.0,X,,,,,X,,,,,100.0,75.0
179,189.0,10.0,STA,5.0,,20.0,,21.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,1,,,,50.0,X,,,,,,X,,,,75.0,63.0
180,190.0,10.0,STA,5.0,,21.0,,22.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,1,,,,50.0,X,,,,,,X,,,,75.0,63.0
181,191.0,10.0,STA,5.0,,22.0,,23.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,1.0,,,,,75.0,,X,,,,X,,,,,75.0,75.0
182,192.0,10.0,STA,5.0,,23.0,,24.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,1,,,,50.0,X,,,,,X,,,,,100.0,75.0
183,193.0,10.0,STA,5.0,,24.0,,25.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,1,,,,50.0,X,,,,,,X,,,,75.0,63.0
184,194.0,10.0,STA,5.0,,25.0,,26.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,,1,,,,50.0,X,,,,,X,,,,,100.0,75.0
185,195.0,10.0,STA,5.0,,26.0,,27.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,1.0,,,,,75.0,,X,,,,X,,,,,75.0,75.0
186,196.0,10.0,STA,5.0,,27.0,,28.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-4,FY23/Q3,,1,,,,1.0,,,,,75.0,X,,,,,X,,,,,100.0,88.0
188,198.0,10.0,STA,99.0,R,0.0,R,1.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,1.0,,,,,100.0,X,,,,,X,,,,,100.0,100.0
189,199.0,10.0,STA,99.0,R,1.0,R,2.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,,1,,,,75.0,X,,,,,X,,,,,100.0,88.0
190,200.0,10.0,STA,99.0,R,2.0,R,3.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,1.0,,,,,100.0,,X,,,,,,X,,,25.0,63.0
191,201.0,10.0,STA,99.0,R,3.0,R,4.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,,1,,,,75.0,X,,,,,X,,,,,100.0,88.0
192,202.0,10.0,STA,99.0,R,4.0,R,5.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,1.0,,,,,100.0,X,,,,,X,,,,,100.0,100.0
193,203.0,10.0,STA,99.0,R,5.0,R,6.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,1.0,,,,,100.0,X,,,,,X,,,,,100.0,100.0
194,204.0,10.0,STA,99.0,R,6.0,R,7.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,,1,,,,1.0,,,,,75.0,,X,,,,,X,,,,50.0,63.0
195,205.0,10.0,STA,99.0,R,7.0,R,8.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,,1,,,,1.0,,,,,75.0,X,,,,,,X,,,,75.0,75.0
196,206.0,10.0,STA,99.0,R,8.0,R,9.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,,1,,,,1.0,,,,,75.0,,X,,,,X,,,,,75.0,75.0
197,207.0,10.0,STA,99.0,R,9.0,R,10.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,1.0,,,,,100.0,X,,,,,X,,,,,100.0,100.0
198,208.0,10.0,STA,99.0,R,10.0,R,11.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,,1,,,,1.0,,,,,75.0,,X,,,,X,,,,,75.0,75.0
199,209.0,10.0,STA,99.0,R,11.0,R,12.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,,1,,,,1.0,,,,,75.0,,X,,,,X,,,,,75.0,75.0
200,210.0,10.0,STA,99.0,R,12.0,R,13.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,,,1.0,,,1.0,,,,,50.0,,X,,,,X,,,,,75.0,63.0
201,211.0,10.0,STA,99.0,R,13.0,R,14.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,,1,,,,75.0,,X,,,,X,,,,,75.0,75.0
202,212.0,10.0,STA,99.0,R,14.0,R,15.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,1.0,,,,,100.0,,X,,,,,X,,,,50.0,75.0
203,213.0,10.0,STA,99.0,R,15.0,R,16.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,,1,,,,75.0,,X,,,,,X,,,,50.0,63.0
204,214.0,10.0,STA,99.0,R,16.0,R,17.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,1.0,,,,,100.0,X,,,,,X,,,,,100.0,100.0
205,217.0,10.0,STA,99.0,R,19.0,R,20.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,1.0,,,,,100.0,X,,,,,X,,,,,100.0,100.0
206,218.0,10.0,STA,99.0,R,20.0,R,21.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,1.0,,,,,100.0,X,,,,,,X,,,,75.0,88.0
207,219.0,10.0,STA,99.0,R,21.0,R,22.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,1.0,,,,,1.0,,,,,100.0,,X,,,,,X,,,,50.0,75.0
208,220.0,10.0,STA,99.0,R,22.0,R,23.0,1.0,,10.0,District 10 Maintenance Region,District 10 Maintenance Region,InVal-5,FY23/Q3,,1,,,,1.0,,,,,75.0,,,X,,,X,,,,,50.0,63.0
