ID,DIST,CO,RTE,PF1,BEGPM,PF1,ENDPM,Length,HG,MAINT_DIST,MAINT_RGN,DIST_RGN,BUDGETZONE,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,Average LOS score
198,8,SBD,15,,42,,43,1,,8,District 8 - North Region,District 8 - North Region,Des-4,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
199,8,SBD,15,,43,,44,1,,8,District 8 - North Region,District 8 - North Region,Des-4,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,8,SBD,60,R,0,R,1,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
203,8,SBD,60,R,3,R,4,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
204,8,SBD,60,R,4,R,5,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
205,8,SBD,60,R,5,R,6,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
206,8,SBD,60,R,6,R,7,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,8,SBD,210,,0,,1,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
210,8,SBD,210,,1,,2,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
211,8,SBD,210,,2,,3,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,,x,,,,75,X,,,,,,X,,,,75,75
212,8,SBD,210,,3,,4,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
213,8,SBD,210,,4,,5,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
214,8,SBD,210,,5,,6,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,,x,,,,x,,,,,75,X,,,,,X,,,,,100,88
215,8,SBD,210,,6,,7,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
216,8,SBD,210,,7,,8,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
217,8,SBD,210,,8,,9,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,,x,,,,75,X,,,,,,X,,,,75,75
218,8,SBD,210,,9,,10,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
219,8,SBD,210,,10,,11,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,,,x,,,50,X,,,,,,X,,,,75,63
220,8,SBD,210,,11,,12,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,,x,,,,,x,,,,50,,X,,,,,X,,,,50,50
221,8,SBD,210,,12,,13,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
222,8,SBD,210,,13,,14,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,,x,,,,x,,,,,75,,X,,,,X,,,,,75,75
223,8,SBD,210,,14,,15,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,,x,,,,x,,,,,75,,X,,,,X,,,,,75,75
224,8,SBD,210,,15,,16,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
225,8,SBD,210,,16,,17,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
226,8,SBD,210,,17,,18,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
227,8,SBD,210,,18,,19,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,,X,,,X,X,,,,,75,88
228,8,SBD,210,,19,,20,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
229,8,SBD,210,,20,,21,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
230,8,SBD,210,R,22,R,23,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,,x,,,,x,,,,,75,X,,,,,X,,,,,100,88
231,8,SBD,210,R,23,R,24,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,,x,,,,75,,X,,,,,X,,,X,50,63
232,8,SBD,210,R,24,R,25,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,x,,,,,,x,,,,75,,X,,,,,X,,,X,50,63
233,8,SBD,210,R,25,R,26,1,,8,District 8 - North Region,District 8 - North Region,InVal-5,FY23/Q3,,x,,,,,x,,,,50,,X,,,,,X,,,,50,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,8,SBD,215,,0,,1,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,,x,,,,,x,,,,50,,X,,,,,X,,,,50,50
242,8,SBD,215,,1,,2,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
244,8,SBD,215,,3,,4,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,,x,,,,,x,,,,50,,X,,,,,X,,,,50,50
245,8,SBD,215,,4,,5,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
246,8,SBD,215,,5,,6,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,,x,,,,75,X,,,,,,X,,,,75,75
247,8,SBD,215,,6,,7,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,,X,,,X,75,88
248,8,SBD,215,,7,,8,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,,x,,,,x,,,,,75,,X,,,X,X,,,,,75,75
249,8,SBD,215,,8,,9,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,,X,,,X,X,,,,,75,88
250,8,SBD,215,,9,,10,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
251,8,SBD,215,,10,,11,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
252,8,SBD,215,,11,,12,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
253,8,SBD,215,,12,,13,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
254,8,SBD,215,,13,,14,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
255,8,SBD,215,,14,,15,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
256,8,SBD,215,,15,,16,1,,8,District 8 - Metro Region,District 8 - Metro Region,InVal-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
257,8,SBD,215,,16,,17,1,,8,District 8 - North Region,District 8 - North Region,Des-5,FY23/Q3,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100
,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,158,39,7,53,3,156,37,11,53,4,86,155,46,4,52,8,155,44,6,52,7,87,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Encampments,,Need 1,3,,Encampments,,Need 1,1,,,Encampments,,Need 1,8,,Encampments,,Need 1,5,,
,,,,,,,,,,,,,,,,,,Need 2,0,,,,Need 2,3,,,,,Need 2,0,,,,Need 2,2,,
