ID,DIST,CO,RTE,PF1,BEGPM,PF1,ENDPM,Length,MAINT_DIST,MAINT_RGN,DIST_RGN,BUDGET ZONE,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,Average LOS score
144,3,SAC,51,,1, ,2,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,1,,,,25,X,,,,,X,,,,,100,63
145,3,SAC,51,,2,,3,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,,,1,,,25,,X,,,,,X,,,,50,38
146,3,SAC,51,,3,,4,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0,,X,,,,,X,,,,50,25
147,3,SAC,51,,4,,5,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,,,1,,,25,,,X,,,,,X,,,0,13
148,3,SAC,51,,5,,6,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,1,,,,25,,,X,,,X,,,,,50,38
149,3,SAC,51,,6,,7,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,1,,,,,75,,,X,,,,X,,,,25,50
150,3,SAC,51,,7,,8,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100,,X,,,,X,,,,,75,88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,3,PLA,80,,0,,1,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,1,,,,,,1,,,25,X,,,,,,X,,,,75,50
152,3,PLA,80,,1,,2,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,,1,,,,1,,,,25,X,,,,,X,,,,,100,63
153,3,PLA,80,,2,,3,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,1,,,,,1,,,,50,X,,,,,,X,,,,75,63
154,3,PLA,80,,3,,4,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
155,3,PLA,80,,4,,5,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,1,,,,,1,,,,50,X,,,,,,,X,,,50,50
156,3,PLA,80,,5,,6,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,,,1,,,50,X,,,,,X,,,,,100,75
157,3,PLA,80,,6,,7,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,,1,,,,75,X,,,,,,X,,,,75,75
158,3,PLA,80,,7,,8,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,,1,,,,75,X,,,,,,X,,,,75,75
159,3,PLA,80,,8,,9,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,1,,,,1,,,,,75,X,,,,,X,,,,,100,88
160,3,PLA,80,,9,,10,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88
161,3,PLA,80,,10,,11,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88
162,3,PLA,80,,11,,12,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88
163,3,PLA,80,,12,,13,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
164,3,PLA,80,,13,,14,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
165,3,PLA,80,,14,,15,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
166,3,PLA,80,,15,,16,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,LoMt-4,FY23/Q3,,1,,,,1,,,,,75,X,,,,,X,,,,,100,88
167,3,PLA,80,,16,,17,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
168,3,PLA,80,,17,,18,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
169,3,PLA,80, ,18,,19,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
170,3,PLA,80,R,19,,20,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,,1,,,,1,,,,,75,X,,,,,X,,,,,100,88
171,3,PLA,80,R,20,,21,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
172,3,PLA,80,R,21,,22,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
173,3,PLA,80,R,22,,23,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
174,3,SAC,80,M,0,,1,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
175,3,SAC,80,M,1,,2,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
176,3,SAC,80,M,2,,3,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
177,3,SAC,80,M,3,,4,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1,,,,75,,X,,,,X,,,,,75,75
178,3,SAC,80,M,4,,5,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
179,3,SAC,80,M,5,,6,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1,,,,75,,X,,,,X,,,,,75,75
180,3,SAC,80,M,6,,7,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,,1,,1,50,X,,,,,,,X,,X,50,50
181,3,SAC,80,M,7,,8,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100,,,X,,,X,,,,,50,75
182,3,SAC,80,M,8,,9,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,,1,,,,50,,,X,,,,X,,,,25,38
183,3,SAC,80,M,9,,10,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,,1,,,,50,X,,,,,,X,,,X,75,63
184,3,SAC,80,M,10,,11,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,,,1,,,25,,X,,,,,X,,,,50,38
185,3,SAC,80,,11,,12,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88
186,3,SAC,80,,12,,13,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,1,,,1,,,0,,X,,,X,,X,,,,50,25
187,3,SAC,80,,13,,14,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,,1,,,,50,,X,,,,,X,,,,50,50
188,3,SAC,80,,14,,15,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1,,,,75,X,,,,,,,X,,X,50,63
189,3,SAC,80,,15,,16,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,,1,,,50,X,,,,,X,,,,,100,75
190,3,YOL,80,,0,,1,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100,X,,,,,,X,,,,75,88
191,3,YOL,80,,1,,2,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100,X,,,,,,X,,,,75,88
192,3,YOL,80,,2,,3,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
193,3,YOL,80,,3,,4,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
194,3,YOL,80,,4,,5,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88
195,3,YOL,80,,5,,6,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100
196,3,YOL,80,,6,,7,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,1,,,,25,X,,,,,,X,,,,75,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,3,SAC,99,,1,,2,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0,,,X,,,,,X,,,0,0
198,3,SAC,99,,2,,3,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,1,,,,25,,X,,,,,,X,,,25,25
199,3,SAC,99,,3,,4,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,1,,,,,50,X,,,,,X,,,,,100,75
200,3,SAC,99,,4,,5,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0,,,X,,,,,X,,,0,0
201,3,SAC,99,,5,,6,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0,,X,,,,,X,,,,50,25
202,3,SAC,99,,6,,7,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,,,1,,,25,,,X,,,,,X,,,0,13
203,3,SAC,99,,7,,8,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0,,,X,,,,,X,,,0,0
204,3,SAC,99,,8,,9,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1,,,,75,,,X,,,X,,,,,50,63
205,3,SAC,99,,9,,10,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0,,,X,,,,,X,,,0,0
206,3,SAC,99,,10,,11,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0,X,,,,,,X,,,,75,38
207,3,SAC,99,,11,,12,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,,,1,,,25,,X,,,,X,,,,,75,50
208,3,SAC,99,,12,,13,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,,1,,,50,X,,,,,,,X,,,50,50
209,3,SAC,99,,13,,14,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,1,,,,25,X,,,,,,X,,,,75,50
210,3,SAC,99,,14,,15,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,1,,,,25,,X,,,,,,X,,,25,25
211,3,SAC,99,,15,,16,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,1,,,,,75,,X,,,,X,,,,,75,75
212,3,SAC,99,,16,,17,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,,1,,,,50,X,,,,,,X,,,,75,63
213,3,SAC,99,,17,,18,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,1,,,,,75,,X,,,,X,,,,,75,75
214,3,SAC,99,,18,,19,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,1,,,,,75,,,X,,,,X,,,,25,50
215,3,SAC,99,,19,,20,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,1,0,,,X,,,,X,,,,25,13
216,3,SAC,99,,20,,21,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,1,,,,,75,X,,,,,,X,,,,75,75
217,3,SAC,99,,21,,22,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,,,1,,1,25,X,,,,,,,X,,X,50,38
218,3,SAC,99,,22,,23,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,1,,,,,75,,,X,,,,X,,,,25,50
219,3,SAC,99,,23,,24,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1,,,,,1,,,,50,,X,,,,,,X,,,25,38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,131,41,41,6,2,128,54,31,6,3,72,149,32,32,6,3,150,35,28,6,4,78,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Encampments,,Need 1 ,1,,Encampments,,Need 1 ,0,,,,Encampments,,Need 1 ,3,,Encampments,,Need 1 ,1,,
,,,,,,,,,,,,,,,,Need 2,1,,,,Need 2,3,,,,,,Need 2,0,,,,Need 2,3,,
