,ID,DIST,CO,RTE,PFX,BEGPM,PFX.1,ENDPM,Length,HG,MAINT_DIST,MAINT_RGN,DIST_RGN,BUDGET ZONE,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass.1","NB/EB
Need 1.1","NB/EB
Need 2.1","NB/EB
Construction.1","NB/EB
Encampments.1","SB/WB
Pass.1","SB/WB
Need 1.1","SB/WB
Need 2.1","SB/WB
Construction.1","SB/WB
Encampments.1",RA LOS Score,Average LOS score
122,122.0,2.0,SIS,5.0,R,67.0,R,68.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,HiMt-3,FY23/Q3,,X,,,,X,,,,,75.0,,X,,,,,X,,,,50.0,63.0
124,123.0,2.0,TEH,5.0,R,0.0,R,1.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
125,124.0,2.0,TEH,5.0,R,1.0,R,2.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
126,125.0,2.0,TEH,5.0,R,2.0,R,3.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
127,126.0,2.0,TEH,5.0,R,3.0,R,4.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
128,127.0,2.0,TEH,5.0,R,4.0,R,5.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
129,128.0,2.0,TEH,5.0,R,5.0,R,6.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
130,129.0,2.0,TEH,5.0,R,6.0,R,7.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
131,130.0,2.0,TEH,5.0,R,7.0,R,8.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0
132,131.0,2.0,TEH,5.0,R,8.0,R,9.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
133,132.0,2.0,TEH,5.0,R,9.0,R,10.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
134,133.0,2.0,TEH,5.0,R,10.0,R,11.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0
135,134.0,2.0,TEH,5.0,R,11.0,R,12.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
136,135.0,2.0,TEH,5.0,R,12.0,R,13.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
137,136.0,2.0,TEH,5.0,R,13.0,R,14.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
138,137.0,2.0,TEH,5.0,R,14.0,R,15.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
139,138.0,2.0,TEH,5.0,R,15.0,R,16.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
140,139.0,2.0,TEH,5.0,R,16.0,R,17.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
141,140.0,2.0,TEH,5.0,R,17.0,R,18.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
142,141.0,2.0,TEH,5.0,R,18.0,R,19.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
143,142.0,2.0,TEH,5.0,R,19.0,R,20.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
144,143.0,2.0,TEH,5.0,R,20.0,R,21.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
145,144.0,2.0,TEH,5.0,R,21.0,R,22.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
146,145.0,2.0,TEH,5.0,R,22.0,R,23.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
147,146.0,2.0,TEH,5.0,R,23.0,R,24.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
148,147.0,2.0,TEH,5.0,R,24.0,R,25.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
149,148.0,2.0,TEH,5.0,R,25.0,R,26.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
150,149.0,2.0,TEH,5.0,R,26.0,R,27.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
151,150.0,2.0,TEH,5.0,R,27.0,R,28.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,,X,,,,X,,,,,75.0,X,,,,,X,,,,,100.0,88.0
152,151.0,2.0,TEH,5.0,,31.0,,32.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
153,152.0,2.0,TEH,5.0,,32.0,,33.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,,X,,,,X,,,,,75.0,X,,,,,X,,,,,100.0,88.0
154,153.0,2.0,TEH,5.0,,33.0,,34.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
155,154.0,2.0,TEH,5.0,,34.0,,35.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
156,155.0,2.0,TEH,5.0,,35.0,,36.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
157,156.0,2.0,TEH,5.0,,36.0,,37.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
158,157.0,2.0,TEH,5.0,,37.0,,38.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
159,158.0,2.0,TEH,5.0,,38.0,,39.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
160,159.0,2.0,TEH,5.0,,39.0,,40.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
162,160.0,2.0,SHA,273.0,,4.0,,5.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
163,161.0,2.0,SHA,273.0,,5.0,,6.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
164,162.0,2.0,SHA,273.0,,6.0,,7.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,,X,,,,X,,,,,75.0,X,,,,,X,,,,,100.0,88.0
165,163.0,2.0,SHA,273.0,,7.0,,8.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,,X,,,,X,,,,,75.0,X,,,,,X,,,,,100.0,88.0
166,164.0,2.0,SHA,273.0,,8.0,,9.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,,,X,,X,50.0,75.0
167,165.0,2.0,SHA,273.0,,9.0,,10.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
168,166.0,2.0,SHA,273.0,,10.0,,11.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100.0,,X,,,,X,,,,,75.0,88.0
169,167.0,2.0,SHA,273.0,,11.0,,12.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
170,168.0,2.0,SHA,273.0,,12.0,,13.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
171,169.0,2.0,SHA,273.0,,13.0,,14.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0
172,170.0,2.0,SHA,273.0,,14.0,,15.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,,X,,,X,75.0,X,,,,,X,,,,,100.0,88.0
173,171.0,2.0,SHA,273.0,,15.0,,16.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
174,172.0,2.0,SHA,273.0,,16.0,,17.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
175,173.0,2.0,SHA,273.0,,17.0,,18.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
176,174.0,2.0,SHA,273.0,,18.0,,19.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
177,175.0,2.0,SHA,273.0,,19.0,,20.0,1.0,,2.0,District 2 - Field Region,District 2 - Field Region,InVal-3,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
