OBJECTID *,DISTRICT,ROUTE,ROUTE_SFX,COUNTY,PM_PFX,PM,PM_SFX,LOCATION_DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT,Shape *
1,2,36,,LAS,,46.481,X,"JOHNSTONVILLE, JCT. RTE. 395",1050,9400,8300,,,,Point
2,2,36,,LAS,,46.481,X,"JOHNSTONVILLE, JCT. RTE. 395",1050,9400,8300,,,,Point
3,4,37,,MRN,,0,X,"JCT RTE 251,BEGIN RTE",,,,4700,56000,47000,Point
4,4,37,,MRN,,0,X,"JCT RTE 251,BEGIN RTE",,,,4700,56000,47000,Point
5,4,37,,MRN,R,11.2,X,"NOVATO, JCT. RTE. 101",4700,56000,47000,,,,Point
6,4,37,,MRN,R,11.2,X,"NOVATO, JCT. RTE. 101",4700,56000,47000,,,,Point
7,11,54,,SD,T,10.993,X,JCT. RTE. 94,9300,116000,113000,3650,42500,42000,Point
8,11,54,,SD,T,10.993,X,JCT. RTE. 94,9300,116000,113000,3650,42500,42000,Point
9,12,1,,ORA,R,0.129,,"DANA POINT, JCT. RTE. 5",,,,4250,42000,38250,Point
10,12,1,,ORA,R,0.129,,"DANA POINT, JCT. RTE. 5",,,,4250,42000,38250,Point
11,12,1,,ORA,R,0.78,,"DANA POINT, DOHENY PARK ROAD",4250,42000,38900,4350,43500,38900,Point
12,12,1,,ORA,R,0.78,,"DANA POINT, DOHENY PARK ROAD",4250,42000,38900,4350,43500,38900,Point
13,12,1,,ORA,R,1.077,,BREAK IN RTE,,,,,,,Point
14,12,1,,ORA,R,1.077,,BREAK IN RTE,,,,,,,Point
15,12,1,,ORA,,8.43,,"LAGUNA BEACH, MOUNTAIN ROAD",3200,40500,37900,3200,40500,37900,Point
16,12,1,,ORA,,8.43,,"LAGUNA BEACH, MOUNTAIN ROAD",3200,40500,37900,3200,40500,37900,Point
17,12,1,,ORA,,9.418,,"LAGUNA BEACH, JCT. RTE. 133 NORTH",3400,43000,38800,3850,43000,38800,Point
18,12,1,,ORA,,9.418,,"LAGUNA BEACH, JCT. RTE. 133 NORTH",3400,43000,38800,3850,43000,38800,Point
19,12,1,,ORA,,9.6,,"LAGUNA BEACH, CLIFF DRIVE/ ASTER STREET",3750,41000,38500,3750,41000,38500,Point
20,12,1,,ORA,,9.6,,"LAGUNA BEACH, CLIFF DRIVE/ ASTER STREET",3750,41000,38500,3750,41000,38500,Point
21,12,1,,ORA,,11.5,,"LAGUNA BEACH, NORTH CITY LIMITS",3550,39500,36800,3600,40500,36800,Point
22,12,1,,ORA,,11.5,,"LAGUNA BEACH, NORTH CITY LIMITS",3550,39500,36800,3600,40500,36800,Point
23,12,1,,ORA,,14.057,,BREAK IN RTE,,,,,,,Point
24,12,1,,ORA,,14.057,,BREAK IN RTE,,,,,,,Point
25,12,1,,ORA,R,18.073,,"NEWPORT BEACH, BAYSIDE DRIVE",4550,52000,47200,5500,62000,56500,Point
26,12,1,,ORA,R,18.073,,"NEWPORT BEACH, BAYSIDE DRIVE",4550,52000,47200,5500,62000,56500,Point
27,12,1,,ORA,R,18.446,,"NEWPORT BEACH, DOVER DRIVE",4850,55000,50200,4850,55000,50200,Point
28,12,1,,ORA,R,18.446,,"NEWPORT BEACH, DOVER DRIVE",4850,55000,50200,4850,55000,50200,Point
29,12,1,,ORA,,19.797,,"NEWPORT BEACH, JCT. RTE. 55",4950,56000,49600,5900,54000,49600,Point
30,12,1,,ORA,,19.797,,"NEWPORT BEACH, JCT. RTE. 55",4950,56000,49600,5900,54000,49600,Point
31,12,1,,ORA,,20.37,,"NEWPORT BEACH, BALBOA BOULEVARD/SUPERIOR AVENUE",6000,54000,50600,6000,54000,50600,Point
32,12,1,,ORA,,20.37,,"NEWPORT BEACH, BALBOA BOULEVARD/SUPERIOR AVENUE",6000,54000,50600,6000,54000,50600,Point
33,12,1,,ORA,,21.549,,SANTA ANA RIVER BRIDGE,4650,42500,38800,4650,42500,39800,Point
34,12,1,,ORA,,21.549,,SANTA ANA RIVER BRIDGE,4650,42500,38800,4650,42500,39800,Point
35,12,1,,ORA,,22.09,,"HUNTINGTON BEACH, BROOKHURST STREET",4750,43000,40300,4800,43000,40300,Point
36,12,1,,ORA,,22.09,,"HUNTINGTON BEACH, BROOKHURST STREET",4750,43000,40300,4800,43000,40300,Point
37,12,1,,ORA,,23.739,,"HUNTINGTON BEACH, JCT. RTE. 39 NORTH",4400,40000,38300,4400,40000,37200,Point
38,12,1,,ORA,,23.739,,"HUNTINGTON BEACH, JCT. RTE. 39 NORTH",4400,40000,38300,4400,40000,37200,Point
39,12,1,,ORA,,25.89,,"HUNTINGTON BEACH, GOLDENWEST STREET",4500,41000,38200,4500,41000,38200,Point
40,12,1,,ORA,,25.89,,"HUNTINGTON BEACH, GOLDENWEST STREET",4500,41000,38200,4500,41000,38200,Point
41,12,1,,ORA,,29.89,,"SUNSET BEACH, WARNER AVENUE",5500,49000,45700,4850,44000,41200,Point
42,12,1,,ORA,,29.89,,"SUNSET BEACH, WARNER AVENUE",5500,49000,45700,4850,44000,41200,Point
43,12,1,,ORA,,32.714,,SEAL BEACH BOULEVARD,4600,41500,39200,4850,44000,41200,Point
44,12,1,,ORA,,32.714,,SEAL BEACH BOULEVARD,4600,41500,39200,4850,44000,41200,Point
45,12,1,,ORA,,32.721,,"SEAL BEACH, SEAL BEACH BOULVARD",4850,50000,47300,4900,51000,47300,Point
46,12,1,,ORA,,32.721,,"SEAL BEACH, SEAL BEACH BOULVARD",4850,50000,47300,4900,51000,47300,Point
47,12,1,,ORA,,33.719,,LOS ANGELES/ORANGE COUNTY LINE,4550,47500,43800,,,,Point
48,12,1,,ORA,,33.719,,LOS ANGELES/ORANGE COUNTY LINE,4550,47500,43800,,,,Point
49,7,1,,LA,,0,,LOS ANGELES/ORANGE COUNTY LINE,,,,2650,44000,40500,Point
50,7,1,,LA,,0,,LOS ANGELES/ORANGE COUNTY LINE,,,,2650,44000,40500,Point
51,7,1,,LA,,1.86,,"LONG BEACH, BELLFLOWER BOULEVARD",2100,34500,32000,1550,26000,24200,Point
52,7,1,,LA,,1.86,,"LONG BEACH, BELLFLOWER BOULEVARD",2100,34500,32000,1550,26000,24200,Point
53,7,1,,LA,,1.973,,"LONG BEACH, JCT. RTE. 22",1550,26000,24200,2050,34000,31500,Point
54,7,1,,LA,,1.973,,"LONG BEACH, JCT. RTE. 22",1550,26000,24200,2050,34000,31500,Point
55,7,1,,LA,,2.751,,"LONG BEACH, ANAHEIM STREET",2050,34000,31500,1700,28500,26500,Point
56,7,1,,LA,,2.751,,"LONG BEACH, ANAHEIM STREET",2050,34000,31500,1700,28500,26500,Point
57,7,1,,LA,,5.011,,"LONG BEACH, CHERRY AVENUE",2200,36500,34000,2250,37000,34500,Point
58,7,1,,LA,,5.011,,"LONG BEACH, CHERRY AVENUE",2200,36500,34000,2250,37000,34500,Point
59,7,1,,LA,,6.26,,"LONG BEACH, LONG BEACH BOULEVARD",2000,32500,30500,2100,34500,32000,Point
60,7,1,,LA,,6.26,,"LONG BEACH, LONG BEACH BOULEVARD",2000,32500,30500,2100,34500,32000,Point
61,7,1,,LA,,7.288,,"LONG BEACH, JCT. RTE. 710",2450,40500,37500,2350,39000,36000,Point
62,7,1,,LA,,7.288,,"LONG BEACH, JCT. RTE. 710",2450,40500,37500,2350,39000,36000,Point
63,7,1,,LA,,8.266,,"LONG BEACH, JCT. RTE. 103",2050,34000,31500,1950,32000,30000,Point
64,7,1,,LA,,8.266,,"LONG BEACH, JCT. RTE. 103",2050,34000,31500,1950,32000,30000,Point
65,7,1,,LA,,9.253,,"LOS ANGELES, ALAMEDA STREET",1950,32000,30000,2000,32500,30500,Point
66,7,1,,LA,,9.253,,"LOS ANGELES, ALAMEDA STREET",1950,32000,30000,2000,32500,30500,Point
67,7,1,,LA,,10.532,,"LOS ANGELES, AVALON BOULEVARD",2000,33500,31000,2500,41000,38000,Point
68,7,1,,LA,,10.532,,"LOS ANGELES, AVALON BOULEVARD",2000,33500,31000,2500,41000,38000,Point
69,7,1,,LA,,11.61,,"LOS ANGELES, JCT. RTE. 110",2500,41500,38500,3400,57000,53000,Point
70,7,1,,LA,,11.61,,"LOS ANGELES, JCT. RTE. 110",2500,41500,38500,3400,57000,53000,Point
71,7,1,,LA,,12.171,,"LOS ANGELES, VERMONT AVENUE",3400,57000,53000,3200,53000,49500,Point
72,7,1,,LA,,12.171,,"LOS ANGELES, VERMONT AVENUE",3400,57000,53000,3200,53000,49500,Point
73,7,1,,LA,,12.523,,"LOS ANGELES, NORMANDIE AVENUE",3200,53000,49500,2950,49000,45500,Point
74,7,1,,LA,,12.523,,"LOS ANGELES, NORMANDIE AVENUE",3200,53000,49500,2950,49000,45500,Point
75,7,1,,LA,,13.1,,"LOS ANGELES, JCT. RTE. 213",3000,49500,46000,3700,61000,57000,Point
76,7,1,,LA,,13.1,,"LOS ANGELES, JCT. RTE. 213",3000,49500,46000,3700,61000,57000,Point
77,7,1,,LA,,14.634,,"TORRANCE, CRENSHAW BOULEVARD",3500,58000,54000,2650,44000,40500,Point
78,7,1,,LA,,14.634,,"TORRANCE, CRENSHAW BOULEVARD",3500,58000,54000,2650,44000,40500,Point
79,7,1,,LA,,16.005,,"TORRANCE, JCT. RTE. 107",2350,39000,36000,2600,42500,39500,Point
80,7,1,,LA,,16.005,,"TORRANCE, JCT. RTE. 107",2350,39000,36000,2600,42500,39500,Point
81,7,1,,LA,,18.09,,"TORRANCE, PALOS VERDES BOULEVARD",1950,32000,30000,1750,29500,27500,Point
82,7,1,,LA,,18.09,,"TORRANCE, PALOS VERDES BOULEVARD",1950,32000,30000,1750,29500,27500,Point
83,7,1,,LA,,19.524,,"REDONDO BEACH, TORRANCE BOULEVARD",2350,39000,36000,2400,39500,36500,Point
84,7,1,,LA,,19.524,,"REDONDO BEACH, TORRANCE BOULEVARD",2350,39000,36000,2400,39500,36500,Point
85,7,1,,LA,,21.181,,"HERMOSA BEACH, AVIATION BOULEVARD",3750,62000,58000,3000,50000,46500,Point
86,7,1,,LA,,21.181,,"HERMOSA BEACH, AVIATION BOULEVARD",3750,62000,58000,3000,50000,46500,Point
87,7,1,,LA,,21.341,,"HERMOSA BEACH, PIER AVENUE/14TH STREET",3000,50000,46500,2750,45500,42000,Point
88,7,1,,LA,,21.341,,"HERMOSA BEACH, PIER AVENUE/14TH STREET",3000,50000,46500,2750,45500,42000,Point
89,7,1,,LA,,21.919,,"MANHATTAN BEACH, ARTESIA BOULEVARD",2850,47000,44000,2800,46000,42500,Point
90,7,1,,LA,,21.919,,"MANHATTAN BEACH, ARTESIA BOULEVARD",2850,47000,44000,2800,46000,42500,Point
91,7,1,,LA,,22.9,,"MANHATTAN BEACH, MANHATTAN BEACH BOULEVARD",2950,49000,45500,3400,57000,53000,Point
92,7,1,,LA,,22.9,,"MANHATTAN BEACH, MANHATTAN BEACH BOULEVARD",2950,49000,45500,3400,57000,53000,Point
93,7,1,,LA,,23.924,,"EL SEGUNDO, ROSECRANS AVENUE",3900,64000,60000,3950,65000,61000,Point
94,7,1,,LA,,23.924,,"EL SEGUNDO, ROSECRANS AVENUE",3900,64000,60000,3950,65000,61000,Point
95,7,1,,LA,,24.911,,"EL SEGUNDO, EL SEGUNDO BOULEVARD",3700,61000,57000,3400,57000,53000,Point
96,7,1,,LA,,24.911,,"EL SEGUNDO, EL SEGUNDO BOULEVARD",3700,61000,57000,3400,57000,53000,Point
97,7,1,,LA,,25.924,,"LOS ANGELES, JCT. RTE. 105",3750,62000,58000,6600,110000,102000,Point
98,7,1,,LA,,25.924,,"LOS ANGELES, JCT. RTE. 105",3750,62000,58000,6600,110000,102000,Point
99,7,1,,LA,,26.904,,"LOS ANGELES, LOS ANGELES INTERNATIONAL AIRPORT, CENTURY BOULEVARD",6600,110000,102000,5000,83000,77000,Point
100,7,1,,LA,,26.904,,"LOS ANGELES, LOS ANGELES INTERNATIONAL AIRPORT, CENTURY BOULEVARD",6600,110000,102000,5000,83000,77000,Point
101,7,1,,LA,,27.363,,"LOS ANGELES, LOS ANGELES INTERNATIONAL AIRPORT, VIA LINCOLN BOULEVARD",5000,83000,77000,2250,37000,34500,Point
102,7,1,,LA,,27.363,,"LOS ANGELES, LOS ANGELES INTERNATIONAL AIRPORT, VIA LINCOLN BOULEVARD",5000,83000,77000,2250,37000,34500,Point
103,7,1,,LA,,29.084,,"LOS ANGELES, MANCHESTER AVENUE",2550,42000,39000,3400,57000,53000,Point
104,7,1,,LA,,29.084,,"LOS ANGELES, MANCHESTER AVENUE",2550,42000,39000,3400,57000,53000,Point
105,7,1,,LA,,30.163,,"LOS ANGELES, JEFFERSON BOULEVARD",3400,57000,53000,3500,58000,54000,Point
106,7,1,,LA,,30.163,,"LOS ANGELES, JEFFERSON BOULEVARD",3400,57000,53000,3500,58000,54000,Point
107,7,1,,LA,,30.474,,"LOS ANGELES, CULVER BOULEVARD",3500,58000,54000,3600,60000,56000,Point
108,7,1,,LA,,30.474,,"LOS ANGELES, CULVER BOULEVARD",3500,58000,54000,3600,60000,56000,Point
109,7,1,,LA,,31.29,,"LOS ANGELES, JCT. RTE. 90",3150,52000,48500,3950,65000,61000,Point
110,7,1,,LA,,31.29,,"LOS ANGELES, JCT. RTE. 90",3150,52000,48500,3950,65000,61000,Point
111,7,1,,LA,,31.78,,"LOS ANGELES, WASHINGTON BLVD",4100,68000,63000,2900,47500,44500,Point
112,7,1,,LA,,31.78,,"LOS ANGELES, WASHINGTON BLVD",4100,68000,63000,2900,47500,44500,Point
113,7,1,,LA,,32.166,,"LOS ANGELES, JCT. RTE. 187",2900,47500,44500,2500,41500,38500,Point
114,7,1,,LA,,32.166,,"LOS ANGELES, JCT. RTE. 187",2900,47500,44500,2500,41500,38500,Point
115,7,1,,LA,R,34.576,,"SANTA MONICA, JCT. RTE. 10",2600,43500,40000,3750,62000,58000,Point
116,7,1,,LA,R,34.576,,"SANTA MONICA, JCT. RTE. 10",2600,43500,40000,3750,62000,58000,Point
117,7,1,,LA,,35.184,,"SANTA MONICA, OCEAN AVENUE",3750,62000,58000,4400,73000,68000,Point
118,7,1,,LA,,35.184,,"SANTA MONICA, OCEAN AVENUE",3750,62000,58000,4400,73000,68000,Point
119,7,1,,LA,,36.11,,"SANTA MONICA, CALIFORNIA AVENUE INCLINE",4400,73000,68000,4750,79000,73000,Point
120,7,1,,LA,,36.11,,"SANTA MONICA, CALIFORNIA AVENUE INCLINE",4400,73000,68000,4750,79000,73000,Point
121,7,1,,LA,,37.045,,"LOS ANGELES, CHAUTAUQUA BOULEVARD",4750,79000,73000,4800,80000,74000,Point
122,7,1,,LA,,37.045,,"LOS ANGELES, CHAUTAUQUA BOULEVARD",4750,79000,73000,4800,80000,74000,Point
123,7,1,,LA,,39.326,,"LOS ANGELES, SUNSET BOULEVARD",3800,63000,59000,3600,60000,56000,Point
124,7,1,,LA,,39.326,,"LOS ANGELES, SUNSET BOULEVARD",3800,63000,59000,3600,60000,56000,Point
125,7,1,,LA,,40.769,,JCT. RTE. 27,3200,53000,49500,3000,49500,46000,Point
126,7,1,,LA,,40.769,,JCT. RTE. 27,3200,53000,49500,3000,49500,46000,Point
127,7,1,,LA,,44.121,,"MALIBU, LAS FLORES CANYON ROAD",2450,40500,37500,2500,41000,38000,Point
128,7,1,,LA,,44.121,,"MALIBU, LAS FLORES CANYON ROAD",2450,40500,37500,2500,41000,38000,Point
129,7,1,,LA,,47.091,,"MALIBU, CROSS CREEK ROAD",2500,41500,38500,2600,43500,40000,Point
130,7,1,,LA,,47.091,,"MALIBU, CROSS CREEK ROAD",2500,41500,38500,2600,43500,40000,Point
131,7,1,,LA,,47.75,,"MALIBU, CIVIC CENTER WAY",2600,43500,40000,2200,36500,34000,Point
132,7,1,,LA,,47.75,,"MALIBU, CIVIC CENTER WAY",2600,43500,40000,2200,36500,34000,Point
133,7,1,,LA,,48.171,,"MALIBU, MALIBU CANYON ROAD",2200,36500,34000,1750,29500,27500,Point
134,7,1,,LA,,48.171,,"MALIBU, MALIBU CANYON ROAD",2200,36500,34000,1750,29500,27500,Point
135,7,1,,LA,,54.02,,"MALIBU, KANAN DUME ROAD",1700,28500,26500,1750,29500,27500,Point
136,7,1,,LA,,54.02,,"MALIBU, KANAN DUME ROAD",1700,28500,26500,1750,29500,27500,Point
137,7,1,,LA,,56.843,,"MALIBU, TRANCAS CANYON ROAD/BROAD BEACH ROAD",1300,21300,19800,1000,16800,15600,Point
138,7,1,,LA,,56.843,,"MALIBU, TRANCAS CANYON ROAD/BROAD BEACH ROAD",1300,21300,19800,1000,16800,15600,Point
139,7,1,,LA,,57.391,,"MALIBU, LUNITA ROAD",1000,16800,15600,1000,16800,15600,Point
140,7,1,,LA,,57.391,,"MALIBU, LUNITA ROAD",1000,16800,15600,1000,16800,15600,Point
141,7,1,,LA,,59.401,,"MALIBU, ENCINAL CANYON ROAD",900,14900,13800,740,12300,11400,Point
142,7,1,,LA,,59.401,,"MALIBU, ENCINAL CANYON ROAD",900,14900,13800,740,12300,11400,Point
143,7,1,,LA,,59.901,,"MALIBU, JCT. RTE. 23",740,12300,11400,710,11800,10900,Point
144,7,1,,LA,,59.901,,"MALIBU, JCT. RTE. 23",740,12300,11400,710,11800,10900,Point
145,7,1,,LA,,62.301,,MULHOLLAND HIGHWAY,680,11200,10400,810,13400,12500,Point
146,7,1,,LA,,62.301,,MULHOLLAND HIGHWAY,680,11200,10400,810,13400,12500,Point
147,7,1,,LA,,62.867,,LOS ANGELES/VENTURA COUNTY LINE,810,13400,12500,,,,Point
148,7,1,,LA,,62.867,,LOS ANGELES/VENTURA COUNTY LINE,810,13400,12500,,,,Point
149,7,1,,VEN,,0,,LOS ANGELES/VENTURA COUNTY LINE,,,,920,13100,11900,Point
150,7,1,,VEN,,0,,LOS ANGELES/VENTURA COUNTY LINE,,,,920,13100,11900,Point
151,7,1,,VEN,,9.866,,CALLEGUAS CREEK,680,9700,8800,680,9700,8800,Point
152,7,1,,VEN,,9.866,,CALLEGUAS CREEK,680,9700,8800,680,9700,8800,Point
153,7,1,,VEN,,10.229,,LAS POSAS ROAD,680,9700,8800,640,9200,8300,Point
154,7,1,,VEN,,10.229,,LAS POSAS ROAD,680,9700,8800,640,9200,8300,Point
155,7,1,,VEN,,11.594,,WOOD ROAD,640,9200,8300,820,11700,10700,Point
156,7,1,,VEN,,11.594,,WOOD ROAD,640,9200,8300,820,11700,10700,Point
157,7,1,,VEN,,12.785,,HUENEME ROAD,820,11700,10700,860,12300,11200,Point
158,7,1,,VEN,,12.785,,HUENEME ROAD,820,11700,10700,860,12300,11200,Point
159,7,1,,VEN,,13.59,,NAUMAN ROAD,860,12300,11200,880,12500,11400,Point
160,7,1,,VEN,,13.59,,NAUMAN ROAD,860,12300,11200,880,12500,11400,Point
161,7,1,,VEN,R,15.053,,"OXNARD, PLEASANT VALLEY ROAD/RICE AVENUE",880,12500,11400,1300,18500,16800,Point
162,7,1,,VEN,R,15.053,,"OXNARD, PLEASANT VALLEY ROAD/RICE AVENUE",880,12500,11400,1300,18500,16800,Point
163,7,1,,VEN,,21.075,,"OXNARD, JCT. RTE. 101",2100,30000,27000,300,4300,3900,Point
164,7,1,,VEN,,21.075,,"OXNARD, JCT. RTE. 101",2100,30000,27000,300,4300,3900,Point
165,7,1,,VEN,,27.675,,"SEACLIFF COLONY, JCT. RTE. 101",300,4300,3900,40,600,540,Point
166,7,1,,VEN,,27.675,,"SEACLIFF COLONY, JCT. RTE. 101",300,4300,3900,40,600,540,Point
167,7,1,,VEN,,28.48,,"LAS CRUCES, JCT. RTE. 101",40,600,540,,,,Point
168,7,1,,VEN,,28.48,,"LAS CRUCES, JCT. RTE. 101",40,600,540,,,,Point
169,5,1,,SB,R,0,,"LAS CRUCES, JCT. RTE. 101",,,,860,8000,7700,Point
170,5,1,,SB,R,0,,"LAS CRUCES, JCT. RTE. 101",,,,860,8000,7700,Point
171,5,1,,SB,,15.01,,JALAMA ROAD,840,7900,7600,870,8100,7800,Point
172,5,1,,SB,,15.01,,JALAMA ROAD,840,7900,7600,870,8100,7800,Point
173,5,1,,SB,,19.251,,"LOMPOC, SOUTH JCT. RTE. 246",900,8400,7900,1400,13000,12000,Point
174,5,1,,SB,,19.251,,"LOMPOC, SOUTH JCT. RTE. 246",900,8400,7900,1400,13000,12000,Point
175,5,1,,SB,,20.565,,"LOMPOC, NORTH JCT. RTE. 246",1700,13500,12000,1000,12000,11600,Point
176,5,1,,SB,,20.565,,"LOMPOC, NORTH JCT. RTE. 246",1700,13500,12000,1000,12000,11600,Point
177,5,1,,SB,,22.519,,"LOMPOC, SANTA YNEZ RIVER BRIDGE",2700,28000,26000,2700,28000,26000,Point
178,5,1,,SB,,22.519,,"LOMPOC, SANTA YNEZ RIVER BRIDGE",2700,28000,26000,2700,28000,26000,Point
179,5,1,,SB,R,23.296,,LOMPOC/CASMALIA ROAD,2700,28500,26000,2000,20500,18800,Point
180,5,1,,SB,R,23.296,,LOMPOC/CASMALIA ROAD,2700,28500,26000,2000,20500,18800,Point
181,5,1,,SB,R,26.69,,PINE CANYON ROAD,1700,15500,15000,1750,17000,15900,Point
182,5,1,,SB,R,26.69,,PINE CANYON ROAD,1700,15500,15000,1750,17000,15900,Point
183,5,1,,SB,M,29.891,,VANDENBERG AIR FORCE BASE,1800,17400,16200,2050,18100,17000,Point
184,5,1,,SB,M,29.891,,VANDENBERG AIR FORCE BASE,1800,17400,16200,2050,18100,17000,Point
185,5,1,,SB,R,31.042,,JCT. RTE. 135,2100,18000,16900,2650,21800,20500,Point
186,5,1,,SB,R,31.042,,JCT. RTE. 135,2100,18000,16900,2650,21800,20500,Point
187,5,1,,SB,R,34.777,,"ORCUTT, JCT. RTE. 135 NORTH",2600,22500,20500,400,3700,3500,Point
188,5,1,,SB,R,34.777,,"ORCUTT, JCT. RTE. 135 NORTH",2600,22500,20500,400,3700,3500,Point
189,5,1,,SB,R,35.53,,CLARK AVENUE,400,3700,3500,460,4550,4200,Point
190,5,1,,SB,R,35.53,,CLARK AVENUE,400,3700,3500,460,4550,4200,Point
191,5,1,,SB,,41.81,,CASMALIA ROAD,660,6000,5200,460,3900,3300,Point
192,5,1,,SB,,41.81,,CASMALIA ROAD,660,6000,5200,460,3900,3300,Point
193,5,1,,SB,,49.199,,"GUADALUPE, JCT. RTE. 166 EAST",450,3900,3250,800,7700,7200,Point
194,5,1,,SB,,49.199,,"GUADALUPE, JCT. RTE. 166 EAST",450,3900,3250,800,7700,7200,Point
195,5,1,,SB,,50.408,,GUADALUPE NORTH CITY LIMITS,800,7400,7200,800,7400,7200,Point
196,5,1,,SB,,50.408,,GUADALUPE NORTH CITY LIMITS,800,7400,7200,800,7400,7200,Point
197,5,1,,SB,,50.606,,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,800,7400,7200,,,,Point
198,5,1,,SB,,50.606,,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,800,7400,7200,,,,Point
199,5,1,,SLO,,0,,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,,,,800,7500,7200,Point
200,5,1,,SLO,,0,,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,,,,800,7500,7200,Point
201,5,1,,SLO,,1.291,,OSO FLACO UNDERPASS,600,7000,6000,580,6400,5900,Point
202,5,1,,SLO,,1.291,,OSO FLACO UNDERPASS,600,7000,6000,580,6400,5900,Point
203,5,1,,SLO,,6.35,,"ENTRANCE, UNION OIL COKING PLANT",820,8500,7800,810,8700,8100,Point
204,5,1,,SLO,,6.35,,"ENTRANCE, UNION OIL COKING PLANT",820,8500,7800,810,8700,8100,Point
205,5,1,,SLO,,10.29,,ARROYO GRANDE ROAD,550,6400,5500,520,6100,5200,Point
206,5,1,,SLO,,10.29,,ARROYO GRANDE ROAD,550,6400,5500,520,6100,5200,Point
207,5,1,,SLO,,10.9,,HALCYON ROAD,1200,14100,12300,930,11000,9500,Point
208,5,1,,SLO,,10.9,,HALCYON ROAD,1200,14100,12300,930,11000,9500,Point
209,5,1,,SLO,,13,,"ENTRANCE, PISMO BEACH STATE PARK",700,8200,7100,910,10800,9300,Point
210,5,1,,SLO,,13,,"ENTRANCE, PISMO BEACH STATE PARK",700,8200,7100,910,10800,9300,Point
211,5,1,,SLO,,14.1,,"GROVER CITY, GRAND AVENUE",960,11200,9700,1050,12600,11100,Point
212,5,1,,SLO,,14.1,,"GROVER CITY, GRAND AVENUE",960,11200,9700,1050,12600,11100,Point
213,5,1,,SLO,,15.268,,"PISMO BEACH, VILLA CREEK",1050,12400,10500,1050,11500,9900,Point
214,5,1,,SLO,,15.268,,"PISMO BEACH, VILLA CREEK",1050,12400,10500,1050,11500,9900,Point
215,5,1,,SLO,L,16.543,,"PISMO BEACH, SOUTH JCT. RTE. 101",500,5800,5100,700,8500,7600,Point
216,5,1,,SLO,L,16.543,,"PISMO BEACH, SOUTH JCT. RTE. 101",500,5800,5100,700,8500,7600,Point
217,5,1,,SLO,L,16.77,,"SAN LUIS OBISPO, NORTH JCT. RTE. 101",700,8500,7600,2450,28000,26500,Point
218,5,1,,SLO,L,16.77,,"SAN LUIS OBISPO, NORTH JCT. RTE. 101",700,8500,7600,2450,28000,26500,Point
219,5,1,,SLO,,17.341,,"SAN LUIS OBISPO, FOOTHILL BOULEVARD",2500,28500,26000,2550,28500,26000,Point
220,5,1,,SLO,,17.341,,"SAN LUIS OBISPO, FOOTHILL BOULEVARD",2500,28500,26000,2550,28500,26000,Point
221,5,1,,SLO,,17.874,,HIGHLAND DRIVE,2500,28000,25500,2350,26500,23900,Point
222,5,1,,SLO,,17.874,,HIGHLAND DRIVE,2500,28000,25500,2350,26500,23900,Point
223,5,1,,SLO,,19.71,,"ENTRANCE, CALIFORNIA MEN'S COLONY",2450,26500,24300,2400,25500,23000,Point
224,5,1,,SLO,,19.71,,"ENTRANCE, CALIFORNIA MEN'S COLONY",2450,26500,24300,2400,25500,23000,Point
225,5,1,,SLO,,20.89,,"KANSAS AVE, LT",2200,25000,22000,1950,21600,19700,Point
226,5,1,,SLO,,20.89,,"KANSAS AVE, LT",2200,25000,22000,1950,21600,19700,Point
227,5,1,,SLO,,22.653,,"ENTRANCE, CUESTA COLLEGE",1850,20500,18700,1800,20200,18300,Point
228,5,1,,SLO,,22.653,,"ENTRANCE, CUESTA COLLEGE",1850,20500,18700,1800,20200,18300,Point
229,5,1,,SLO,,27.883,,BAYWOOD PARK ROAD,1800,20400,18500,2800,28500,26200,Point
230,5,1,,SLO,,27.883,,BAYWOOD PARK ROAD,1800,20400,18500,2800,28500,26200,Point
231,5,1,,SLO,,28.82,,"MORRO BAY, SOUTH MORRO BAY",2900,30000,26200,2400,25000,21900,Point
232,5,1,,SLO,,28.82,,"MORRO BAY, SOUTH MORRO BAY",2900,30000,26200,2400,25000,21900,Point
233,5,1,,SLO,,29.618,,"MORRO BAY, NORTH MORRO BAY",2400,25000,21900,2600,28000,23800,Point
234,5,1,,SLO,,29.618,,"MORRO BAY, NORTH MORRO BAY",2400,25000,21900,2600,28000,23800,Point
235,5,1,,SLO,,30.135,,JCT. RTE. 41 NORTHEAST,2500,28000,23800,2000,21500,19100,Point
236,5,1,,SLO,,30.135,,JCT. RTE. 41 NORTHEAST,2500,28000,23800,2000,21500,19100,Point
237,5,1,,SLO,,31.13,,"MORRO BAY, SAN JACINTO STREET",2000,21500,19100,1900,19000,16200,Point
238,5,1,,SLO,,31.13,,"MORRO BAY, SAN JACINTO STREET",2000,21500,19100,1900,19000,16200,Point
