OBJECTID *,DISTRICT,ROUTE,ROUTE_SFX,COUNTY,PM_PFX,PM,PM_SFX,LOCATION_DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT,Shape *
3387,4,29,,NAP,,48.582,,NAPA/LAKE COUNTY LINE,1000,9200,8200,,,,Point
3388,4,29,,NAP,,48.582,,NAPA/LAKE COUNTY LINE,1000,9200,8200,,,,Point
3389,1,29,,LAK,,0,,NAPA/LAKE COUNTY LINE,,,,970,8800,8500,Point
3390,1,29,,LAK,,0,,NAPA/LAKE COUNTY LINE,,,,970,8800,8500,Point
3391,1,29,,LAK,,4.15,,RANCHERIA ROAD,870,9700,9100,870,10300,9900,Point
3392,1,29,,LAK,,4.15,,RANCHERIA ROAD,870,9700,9100,870,10300,9900,Point
3393,1,29,,LAK,,4.54,,DRY CREEK CUTOFF,870,10300,9900,820,12000,10800,Point
3394,1,29,,LAK,,4.54,,DRY CREEK CUTOFF,870,10300,9900,820,12000,10800,Point
3395,1,29,,LAK,,5.811,,"MIDDLETOWN, JCT. RTE. 175",770,10500,8100,910,13100,12800,Point
3396,1,29,,LAK,,5.811,,"MIDDLETOWN, JCT. RTE. 175",770,10500,8100,910,13100,12800,Point
3397,1,29,,LAK,,6.36,,"MIDDLETOWN, BUTTS CANYON ROAD",910,13100,12800,910,13100,12900,Point
3398,1,29,,LAK,,6.36,,"MIDDLETOWN, BUTTS CANYON ROAD",910,13100,12800,910,13100,12900,Point
3399,1,29,,LAK,,11.124,,HIDDEN VALLEY/SPRUCE ROAD,900,12500,11100,900,12000,10900,Point
3400,1,29,,LAK,,11.124,,HIDDEN VALLEY/SPRUCE ROAD,900,12500,11100,900,12000,10900,Point
3401,1,29,,LAK,,11.93,,SPRUCE GROVE ROAD,900,12000,10900,900,12000,10900,Point
3402,1,29,,LAK,,11.93,,SPRUCE GROVE ROAD,900,12000,10900,900,12000,10900,Point
3403,1,29,,LAK,,20.31,,JCT. RTE. 53 NORTH,940,12500,11700,800,11500,9700,Point
3404,1,29,,LAK,,20.31,,JCT. RTE. 53 NORTH,940,12500,11700,800,11500,9700,Point
3405,1,29,,LAK,,21.65,,SEIGLER CANYON ROAD,1150,12600,11600,1050,11600,10600,Point
3406,1,29,,LAK,,21.65,,SEIGLER CANYON ROAD,1150,12600,11600,1050,11600,10600,Point
3407,1,29,,LAK,,22.19,,POINT LAKEVIEW DRIVE,1050,11600,10600,860,10300,9100,Point
3408,1,29,,LAK,,22.19,,POINT LAKEVIEW DRIVE,1050,11600,10600,860,10300,9100,Point
3409,1,29,,LAK,,27.89,,JCT. RTE. 281,860,10300,9100,900,10300,9300,Point
3410,1,29,,LAK,,27.89,,JCT. RTE. 281,860,10300,9100,900,10300,9300,Point
3411,1,29,,LAK,,31.05,,JCT. RTE. 175,900,10300,9300,1000,10300,9900,Point
3412,1,29,,LAK,,31.05,,JCT. RTE. 175,900,10300,9300,1000,10300,9900,Point
3413,1,29,,LAK,,31.33,,"JCT. RTE. 175, KELSEYVILLE",1000,10300,9900,830,10200,9400,Point
3414,1,29,,LAK,,31.33,,"JCT. RTE. 175, KELSEYVILLE",1000,10300,9900,830,10200,9400,Point
3415,1,29,,LAK,,32.35,,BOTTLE ROCK ROAD,1000,10300,9800,1200,12000,10800,Point
3416,1,29,,LAK,,32.35,,BOTTLE ROCK ROAD,1000,10300,9800,1200,12000,10800,Point
3417,1,29,,LAK,R,34.58,,"MAIN STREET, (TO KELSEYVILLE)",1200,12700,11700,1200,12100,11700,Point
3418,1,29,,LAK,R,34.58,,"MAIN STREET, (TO KELSEYVILLE)",1200,12700,11700,1200,12100,11700,Point
3419,1,29,,LAK,R,34.747,,"KELSEYVILLE, LIVE OAK DRIVE",1200,12100,11700,1200,12500,12000,Point
3420,1,29,,LAK,R,34.747,,"KELSEYVILLE, LIVE OAK DRIVE",1200,12100,11700,1200,12500,12000,Point
3421,1,29,,LAK,R,35.32,,"KELSEYVILLE, BELL HILL ROAD",1200,12500,11800,1200,12000,11400,Point
3422,1,29,,LAK,R,35.32,,"KELSEYVILLE, BELL HILL ROAD",1200,12500,11800,1200,12000,11400,Point
3423,1,29,,LAK,R,36.289,,RENFRO DRIVE,1200,12000,11500,1300,14100,13500,Point
3424,1,29,,LAK,R,36.289,,RENFRO DRIVE,1200,12000,11500,1300,14100,13500,Point
3425,1,29,,LAK,R,37.669,,ARGONAUT ROAD,1300,14400,13200,1300,14100,13100,Point
3426,1,29,,LAK,R,37.669,,ARGONAUT ROAD,1300,14400,13200,1300,14100,13100,Point
3427,1,29,,LAK,R,38.592,,HIGHLAND SPRINGS ROAD,1300,14100,13500,1400,15000,13900,Point
3428,1,29,,LAK,R,38.592,,HIGHLAND SPRINGS ROAD,1300,14100,13500,1400,15000,13900,Point
3429,1,29,,LAK,R,40.14,,JCT. RTE. 175,1500,15100,14500,1300,13700,13000,Point
3430,1,29,,LAK,R,40.14,,JCT. RTE. 175,1500,15100,14500,1300,13700,13000,Point
3431,1,29,,LAK,R,41.423,,"LAKEPORT, LAKEPORT BOULEVARD",1300,13700,13000,1350,15700,13500,Point
3432,1,29,,LAK,R,41.423,,"LAKEPORT, LAKEPORT BOULEVARD",1300,13700,13000,1350,15700,13500,Point
3433,1,29,,LAK,R,42.677,,11TH STREET,1350,15700,13500,1300,13300,12600,Point
3434,1,29,,LAK,R,42.677,,11TH STREET,1350,15700,13500,1300,13300,12600,Point
3435,1,29,,LAK,R,45.145,,PARK WAY,1800,13000,12200,980,11000,10400,Point
3436,1,29,,LAK,R,45.145,,PARK WAY,1800,13000,12200,980,11000,10400,Point
3437,1,29,,LAK,R,47.849,,LUCERNE,980,11000,10400,700,7600,7000,Point
3438,1,29,,LAK,R,47.849,,LUCERNE,980,11000,10400,700,7600,7000,Point
3439,1,29,,LAK,,52.539,,JCT. RTE. 20,750,6800,6430,,,,Point
3440,1,29,,LAK,,52.539,,JCT. RTE. 20,750,6800,6430,,,,Point
3441,3,32,,GLE,L,0,,JCT. RTE. 5,,,,1390,16500,14600,Point
3442,3,32,,GLE,L,0,,JCT. RTE. 5,,,,1390,16500,14600,Point
3443,3,32,,GLE,R,0.523,,WALKER & 6TH,690,7900,7300,640,7200,7200,Point
3444,3,32,,GLE,R,0.523,,WALKER & 6TH,690,7900,7300,640,7200,7200,Point
3445,3,32,,GLE,,1.3,,"ORLAND, COUNTY ROAD M",640,7200,7200,680,8100,7100,Point
3446,3,32,,GLE,,1.3,,"ORLAND, COUNTY ROAD M",640,7200,7200,680,8100,7100,Point
3447,3,32,,GLE,,3,,COUNTY ROAD P,760,7700,7400,690,7300,6900,Point
3448,3,32,,GLE,,3,,COUNTY ROAD P,760,7700,7400,690,7300,6900,Point
3449,3,32,,GLE,,9.626,,JCT. RTE. 45 SOUTH,970,10400,9900,1250,13500,12900,Point
3450,3,32,,GLE,,9.626,,JCT. RTE. 45 SOUTH,970,10400,9900,1250,13500,12900,Point
3451,3,32,,GLE,,10.91,,GLENN/BUTTE COUNTY LINE,1650,14400,14100,,,,Point
3452,3,32,,GLE,,10.91,,GLENN/BUTTE COUNTY LINE,1650,14400,14100,,,,Point
3453,3,32,,BUT,,0,,GLENN/BUTTE COUNTY LINE,,,,1400,14100,13300,Point
3454,3,32,,BUT,,0,,GLENN/BUTTE COUNTY LINE,,,,1400,14100,13300,Point
3455,3,32,,BUT,,4.18,,MERIDIAN ROAD,1400,14100,13100,1400,14100,13100,Point
3456,3,32,,BUT,,4.18,,MERIDIAN ROAD,1400,14100,13100,1400,14100,13100,Point
3457,3,32,,BUT,,5.022,,MUIR AVENUE,1400,14100,13100,1400,14100,13000,Point
3458,3,32,,BUT,,5.022,,MUIR AVENUE,1400,14100,13100,1400,14100,13000,Point
3459,3,32,,BUT,,6.238,,EAST/NORTH LINDO AVE,1600,17000,16700,1450,14400,13400,Point
3460,3,32,,BUT,,6.238,,EAST/NORTH LINDO AVE,1600,17000,16700,1450,14400,13400,Point
3461,3,32,,BUT,,6.457,,WEST LINDO AVENUE,1800,17000,16600,1600,17000,16800,Point
3462,3,32,,BUT,,6.457,,WEST LINDO AVENUE,1800,17000,16600,1600,17000,16800,Point
3463,3,32,,BUT,,7.11,,WEST EIGHTH AVENUE,1850,18800,18400,1750,17900,17300,Point
3464,3,32,,BUT,,7.11,,WEST EIGHTH AVENUE,1850,18800,18400,1750,17900,17300,Point
3465,3,32,,BUT,,7.79,,WEST SACRAMENTO AVENUE,1850,20300,17700,1900,21700,19100,Point
3466,3,32,,BUT,,7.79,,WEST SACRAMENTO AVENUE,1850,20300,17700,1900,21700,19100,Point
3467,3,32,,BUT,R,8.367,,"CHICO, WEST FIRST STREET",2000,24300,21700,1650,20300,18300,Point
3468,3,32,,BUT,R,8.367,,"CHICO, WEST FIRST STREET",2000,24300,21700,1650,20300,18300,Point
3469,3,32,,BUT,R,8.655,,"CHICO, WEST FIFTH STREET",1950,22100,19200,2000,24300,21700,Point
3470,3,32,,BUT,R,8.655,,"CHICO, WEST FIFTH STREET",1950,22100,19200,2000,24300,21700,Point
3471,3,32,,BUT,,11.01,,"CHICO, FOREST AVENUE",1150,12700,12500,1700,19800,17900,Point
3472,3,32,,BUT,,11.01,,"CHICO, FOREST AVENUE",1150,12700,12500,1700,19800,17900,Point
3473,3,32,,BUT,,11.27,,"CHICO, EL MONTE AVENUE",940,11200,10800,1150,12600,12400,Point
3474,3,32,,BUT,,11.27,,"CHICO, EL MONTE AVENUE",940,11200,10800,1150,12600,12400,Point
3475,3,32,,BUT,,11.704,,BRUCE ROAD,1250,10900,9900,1100,10800,8300,Point
3476,3,32,,BUT,,11.704,,BRUCE ROAD,1250,10900,9900,1100,10800,8300,Point
3477,3,32,,BUT,,15.211,,"CHICO, HUMBOLT ROAD",430,4100,4000,700,6400,5900,Point
3478,3,32,,BUT,,15.211,,"CHICO, HUMBOLT ROAD",430,4100,4000,700,6400,5900,Point
3479,3,32,,BUT,R,23.866,,"FOREST RANCH, NOPEL AVENUE",340,2300,2150,380,4000,2850,Point
3480,3,32,,BUT,R,23.866,,"FOREST RANCH, NOPEL AVENUE",340,2300,2150,380,4000,2850,Point
3481,3,32,,BUT,R,36.926,,"LOMO, HUMBOLT ROAD",200,2100,1750,200,2400,1950,Point
3482,3,32,,BUT,R,36.926,,"LOMO, HUMBOLT ROAD",200,2100,1750,200,2400,1950,Point
3483,3,32,,BUT,,37.749,,BUTTE/TEHAMA COUNTY LINE,150,1950,1850,,,,Point
3484,3,32,,BUT,,37.749,,BUTTE/TEHAMA COUNTY LINE,150,1950,1850,,,,Point
3485,2,32,,TEH,,0,,BUTTE/TEHAMA COUNTY LINE,,,,150,2000,1550,Point
3486,2,32,,TEH,,0,,BUTTE/TEHAMA COUNTY LINE,,,,150,2000,1550,Point
3487,2,32,,TEH,,2.706,,BUTTE/TEHAMA COUNTY LINE,170,2800,1650,,,,Point
3488,2,32,,TEH,,2.706,,BUTTE/TEHAMA COUNTY LINE,170,2800,1650,,,,Point
3489,2,32,,TEH,,4.698,,BUTTE/TEHAMA COUNTY LINE,,,,170,2650,1650,Point
3490,2,32,,TEH,,4.698,,BUTTE/TEHAMA COUNTY LINE,,,,170,2650,1650,Point
3491,2,32,,TEH,R,24.876,,JCT. RTE. 36,180,1650,1100,,,,Point
3492,2,32,,TEH,R,24.876,,JCT. RTE. 36,180,1650,1100,,,,Point
3493,7,33,,VEN,,0,,"VENTURA, JCT. RTE. 101",,,,2950,42000,38000,Point
3494,7,33,,VEN,,0,,"VENTURA, JCT. RTE. 101",,,,2950,42000,38000,Point
3495,7,33,,VEN,,1.565,,"VENTURA, STANLEY AVENUE",2950,42000,38000,2150,31000,28000,Point
3496,7,33,,VEN,,1.565,,"VENTURA, STANLEY AVENUE",2950,42000,38000,2150,31000,28000,Point
3497,7,33,,VEN,,2.648,,SHELL ROAD,2150,31000,28000,2000,28000,25500,Point
3498,7,33,,VEN,,2.648,,SHELL ROAD,2150,31000,28000,2000,28000,25500,Point
3499,7,33,,VEN,R,4.487,,CANADA LARGA ROAD,2000,28000,25500,1900,27000,24400,Point
3500,7,33,,VEN,R,4.487,,CANADA LARGA ROAD,2000,28000,25500,1900,27000,24400,Point
3501,7,33,,VEN,R,5.635,,CASITAS VISTA ROAD,1900,27000,24400,1750,25000,22700,Point
3502,7,33,,VEN,R,5.635,,CASITAS VISTA ROAD,1900,27000,24400,1750,25000,22700,Point
3503,7,33,,VEN,,8.001,,CREEK ROAD,1600,22900,20800,1600,22700,20600,Point
3504,7,33,,VEN,,8.001,,CREEK ROAD,1600,22900,20800,1600,22700,20600,Point
3505,7,33,,VEN,,9.04,,SANTA ANA BOULEVARD,1600,22700,20600,1600,22900,20800,Point
3506,7,33,,VEN,,9.04,,SANTA ANA BOULEVARD,1600,22700,20600,1600,22900,20800,Point
3507,7,33,,VEN,,10.65,,WOODLAND ROAD,1600,22900,20800,1600,22900,20800,Point
3508,7,33,,VEN,,10.65,,WOODLAND ROAD,1600,22900,20800,1600,22900,20800,Point
3509,7,33,,VEN,,11.199,,W JCT ST 150,1450,21000,19100,480,6900,6300,Point
3510,7,33,,VEN,,11.199,,W JCT ST 150,1450,21000,19100,480,6900,6300,Point
3511,7,33,,VEN,,11.961,,EL ROBLAR DRIVE,480,6900,6300,170,2500,2250,Point
3512,7,33,,VEN,,11.961,,EL ROBLAR DRIVE,480,6900,6300,170,2500,2250,Point
3513,7,33,,VEN,,12.8,,FAIRVIEW ROAD/LA LUNA AVENUE,150,2150,1950,110,1650,1500,Point
3514,7,33,,VEN,,12.8,,FAIRVIEW ROAD/LA LUNA AVENUE,150,2150,1950,110,1650,1500,Point
3515,7,33,,VEN,,13.35,,LOS PADRES NATIONAL FOREST BOUNDARY,90,1300,1200,90,1300,1200,Point
3516,7,33,,VEN,,13.35,,LOS PADRES NATIONAL FOREST BOUNDARY,90,1300,1200,90,1300,1200,Point
3517,7,33,,VEN,,15.441,,MATILIJA HOT SPRINGS ROAD,70,1050,980,50,640,590,Point
3518,7,33,,VEN,,15.441,,MATILIJA HOT SPRINGS ROAD,70,1050,980,50,640,590,Point
3519,7,33,,VEN,,17.631,,WHEELER HOT SPRINGS,50,640,590,50,620,560,Point
3520,7,33,,VEN,,17.631,,WHEELER HOT SPRINGS,50,640,590,50,620,560,Point
3521,7,33,,VEN,,25.791,,ROSE VALLEY ROAD,30,530,480,30,420,380,Point
3522,7,33,,VEN,,25.791,,ROSE VALLEY ROAD,30,530,480,30,420,380,Point
3523,7,33,,VEN,,30.219,,SESPE GORGE MAINTENANCE STATION,20,380,350,20,380,350,Point
3524,7,33,,VEN,,30.219,,SESPE GORGE MAINTENANCE STATION,20,380,350,20,380,350,Point
3525,7,33,,VEN,,48.5,,LOCKWOOD VALLEY ROAD,20,310,280,20,310,280,Point
3526,7,33,,VEN,,48.5,,LOCKWOOD VALLEY ROAD,20,310,280,20,310,280,Point
3527,7,33,,VEN,,57.508,,VENTURA/SANTA BARBARA COUNTY LINE,20,330,300,,,,Point
3528,7,33,,VEN,,57.508,,VENTURA/SANTA BARBARA COUNTY LINE,20,330,300,,,,Point
3529,5,33,,SB,,0,,VENTURA/SANTA BARBARA COUNTY LINE,,,,50,430,400,Point
3530,5,33,,SB,,0,,VENTURA/SANTA BARBARA COUNTY LINE,,,,50,430,400,Point
3531,5,33,,SB,,8.184,,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,80,700,650,,,,Point
3532,5,33,,SB,,8.184,,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,80,700,650,,,,Point
3533,5,33,,SLO,,0,,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,,,,80,700,650,Point
3534,5,33,,SLO,,0,,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,,,,80,700,650,Point
3535,5,33,,SLO,,2.802,,JCT. RTE. 166 WEST,90,720,630,430,4200,3600,Point
3536,5,33,,SLO,,2.802,,JCT. RTE. 166 WEST,90,720,630,430,4200,3600,Point
3537,5,33,,SLO,,4.951,,SAN LUIS OBISPO/KERN COUNTY LINE,450,4200,3800,,,,Point
3538,5,33,,SLO,,4.951,,SAN LUIS OBISPO/KERN COUNTY LINE,450,4200,3800,,,,Point
3539,6,33,,KER,,0,,SAN LUIS OBISPO/KERN COUNTY LINE,,,,520,4800,4050,Point
3540,6,33,,KER,,0,,SAN LUIS OBISPO/KERN COUNTY LINE,,,,520,4800,4050,Point
3541,6,33,,KER,R,11.555,,"MARICOPA, JCT. RTE. 166 EAST",530,5100,4100,460,4800,4500,Point
3542,6,33,,KER,R,11.555,,"MARICOPA, JCT. RTE. 166 EAST",530,5100,4100,460,4800,4500,Point
3543,6,33,,KER,,12.91,,COUNTY ROAD P263,460,4700,4500,470,4900,4600,Point
3544,6,33,,KER,,12.91,,COUNTY ROAD P263,460,4700,4500,470,4900,4600,Point
3545,6,33,,KER,,17.889,,"TAFT, JCT. RTE. 119 EAST",590,6100,5800,230,2250,2150,Point
3546,6,33,,KER,,17.889,,"TAFT, JCT. RTE. 119 EAST",590,6100,5800,230,2250,2150,Point
3547,6,33,,KER,,18.33,,"TAFT, FIRST STREET",480,4700,4500,790,8300,7700,Point
3548,6,33,,KER,,18.33,,"TAFT, FIRST STREET",480,4700,4500,790,8300,7700,Point
3549,6,33,,KER,,18.79,,"TAFT, SIXTH STREET",780,8200,7600,920,9500,8800,Point
3550,6,33,,KER,,18.79,,"TAFT, SIXTH STREET",780,8200,7600,920,9500,8800,Point
3551,6,33,,KER,,19.129,,LINCOLN/10TH STREETS,910,9500,8700,760,8000,7300,Point
3552,6,33,,KER,,19.129,,LINCOLN/10TH STREETS,910,9500,8700,760,8000,7300,Point
3553,6,33,,KER,,23.41,,MIDWAY ROAD,390,4000,3700,580,3600,3250,Point
3554,6,33,,KER,,23.41,,MIDWAY ROAD,390,4000,3700,580,3600,3250,Point
3555,6,33,,KER,,33.454,,JCT. RTE. 58 WEST,450,2750,2500,440,2750,2500,Point
3556,6,33,,KER,,33.454,,JCT. RTE. 58 WEST,450,2750,2500,440,2750,2500,Point
3557,6,33,,KER,,34.285,,JCT. RTE. 58 EAST,450,2850,2550,190,1500,1350,Point
3558,6,33,,KER,,34.285,,JCT. RTE. 58 EAST,450,2850,2550,190,1500,1350,Point
3559,6,33,,KER,,41.08,,LOKERN ROAD (COUNTY ROAD P208),230,1800,1600,280,2200,1900,Point
3560,6,33,,KER,,41.08,,LOKERN ROAD (COUNTY ROAD P208),230,1800,1600,280,2200,1900,Point
3561,6,33,,KER,,44.085,,LOST HILLS ROAD (COUNTY ROAD P213),280,2200,1900,290,2200,1900,Point
3562,6,33,,KER,,44.085,,LOST HILLS ROAD (COUNTY ROAD P213),280,2200,1900,290,2200,1900,Point
3563,6,33,,KER,R,60.168,,JCT. RTE. 46,300,2650,1950,360,2600,2250,Point
3564,6,33,,KER,R,60.168,,JCT. RTE. 46,300,2650,1950,360,2600,2250,Point
3565,6,33,,KER,,72.72,,DEVILS DEN ROAD (BARKER ROAD),230,1750,1500,230,1750,1500,Point
3566,6,33,,KER,,72.72,,DEVILS DEN ROAD (BARKER ROAD),230,1750,1500,230,1750,1500,Point
3567,6,33,,KER,,73.743,,KERN/KINGS COUNTY LINE,220,1650,1450,,,,Point
3568,6,33,,KER,,73.743,,KERN/KINGS COUNTY LINE,220,1650,1450,,,,Point
3569,6,33,,KIN,,0,,KERN/KINGS COUNTY LINE,,,,260,1900,1700,Point
3570,6,33,,KIN,,0,,KERN/KINGS COUNTY LINE,,,,260,1900,1700,Point
3571,6,33,,KIN,,7.8,,"REEF CITY, JCT. RTE. 41",260,2050,1700,390,3250,2850,Point
3572,6,33,,KIN,,7.8,,"REEF CITY, JCT. RTE. 41",260,2050,1700,390,3250,2850,Point
3573,6,33,,KIN,,16.4,,"SOUTH END, AVENAL",470,5600,4600,470,5600,4600,Point
3574,6,33,,KIN,,16.4,,"SOUTH END, AVENAL",470,5600,4600,470,5600,4600,Point
3575,6,33,,KIN,,16.44,,"AVENAL, 7TH AVENUE",470,5600,4600,310,3800,3050,Point
3576,6,33,,KIN,,16.44,,"AVENAL, 7TH AVENUE",470,5600,4600,310,3800,3050,Point
3577,6,33,,KIN,,17.14,,JCT. RTE. 269,250,2950,2450,320,3700,3100,Point
3578,6,33,,KIN,,17.14,,JCT. RTE. 269,250,2950,2450,320,3700,3100,Point
3579,6,33,,KIN,,18.994,,KINGS/FRESNO COUNTY LINE,200,2450,1950,,,,Point
3580,6,33,,KIN,,18.994,,KINGS/FRESNO COUNTY LINE,200,2450,1950,,,,Point
3581,6,33,,FRE,,0,,KINGS/FRESNO COUNTY LINE,,,,200,2450,1950,Point
3582,6,33,,FRE,,0,,KINGS/FRESNO COUNTY LINE,,,,200,2450,1950,Point
3583,6,33,,FRE,,8.02,,ALPINE/LOST HILLS ROADS,220,2450,2100,200,2100,1850,Point
3584,6,33,,FRE,,8.02,,ALPINE/LOST HILLS ROADS,220,2450,2100,200,2100,1850,Point
3585,6,33,,FRE,,14.75,,MERCED AVENUE,970,9200,8800,1100,11600,10700,Point
3586,6,33,,FRE,,14.75,,MERCED AVENUE,970,9200,8800,1100,11600,10700,Point
3587,6,33,,FRE,,15.37,,"COALINGA, FIFTH STREET",1250,12800,11800,410,4100,3900,Point
3588,6,33,,FRE,,15.37,,"COALINGA, FIFTH STREET",1250,12800,11800,410,4100,3900,Point
3589,6,33,,FRE,,15.707,,"COALINGA, JCT. RTE. 198 WEST",430,4900,4050,860,10300,8600,Point
3590,6,33,,FRE,,15.707,,"COALINGA, JCT. RTE. 198 WEST",430,4900,4050,860,10300,8600,Point
3591,6,33,,FRE,,16.8,,"COALINGA, PHELPS AVENUE",820,9400,8200,540,6200,5400,Point
3592,6,33,,FRE,,16.8,,"COALINGA, PHELPS AVENUE",820,9400,8200,540,6200,5400,Point
3593,6,33,,FRE,R,18.588,,GALE AVENUE,470,5300,4550,440,5000,4250,Point
3594,6,33,,FRE,R,18.588,,GALE AVENUE,470,5300,4550,440,5000,4250,Point
3595,6,33,,FRE,,24.316,,JCT. RTE. 198 EAST,430,4400,4150,240,2500,2350,Point
3596,6,33,,FRE,,24.316,,JCT. RTE. 198 EAST,430,4400,4150,240,2500,2350,Point
3597,6,33,,FRE,R,27.019,,DERRICK AVENUE,280,3000,2500,250,2650,2250,Point
3598,6,33,,FRE,R,27.019,,DERRICK AVENUE,280,3000,2500,250,2650,2250,Point
3599,6,33,,FRE,R,29,,"JCT. RTE. 145 NORTHEAST, SOUTH JCT. RTE. 5",250,2650,2250,230,2650,2100,Point
3600,6,33,,FRE,R,29,,"JCT. RTE. 145 NORTHEAST, SOUTH JCT. RTE. 5",250,2650,2250,230,2650,2100,Point
3601,6,33,,FRE,R,39.853,,NORTH JCT. RTE. 5,230,2650,2100,260,2150,1800,Point
3602,6,33,,FRE,R,39.853,,NORTH JCT. RTE. 5,230,2650,2100,260,2150,1800,Point
3603,6,33,,FRE,,53.4,,ADAMS AVENUE,220,2300,1800,170,2050,1450,Point
3604,6,33,,FRE,,53.4,,ADAMS AVENUE,220,2300,1800,170,2050,1450,Point
3605,6,33,,FRE,,59.43,,CALIFORNIA AVENUE,230,2500,1950,220,2900,1950,Point
3606,6,33,,FRE,,59.43,,CALIFORNIA AVENUE,230,2500,1950,220,2900,1950,Point
3607,6,33,,FRE,,61.45,,"MENDOTA, BELMONT AVENUE",220,2900,1950,610,6300,5400,Point
3608,6,33,,FRE,,61.45,,"MENDOTA, BELMONT AVENUE",220,2900,1950,610,6300,5400,Point
3609,6,33,,FRE,,62.247,,"MENDOTA, JCT. RTE. 180 EAST",550,6400,5000,1350,15800,13500,Point
3610,6,33,,FRE,,62.247,,"MENDOTA, JCT. RTE. 180 EAST",550,6400,5000,1350,15800,13500,Point
3611,6,33,,FRE,R,62.506,,BASS AVENUE,1350,15800,13500,800,8900,7600,Point
3612,6,33,,FRE,R,62.506,,BASS AVENUE,1350,15800,13500,800,8900,7600,Point
3613,6,33,,FRE,,68.64,,"FIREBAUGH, NEES AVENUE",1150,12600,10700,1350,14600,12600,Point
3614,6,33,,FRE,,68.64,,"FIREBAUGH, NEES AVENUE",1150,12600,10700,1350,14600,12600,Point
3615,6,33,,FRE,,69.92,,"FIREBAUGH, 15TH STREET",1350,14600,12600,1300,13600,12200,Point
3616,6,33,,FRE,,69.92,,"FIREBAUGH, 15TH STREET",1350,14600,12600,1300,13600,12200,Point
3617,6,33,,FRE,,70.193,,"FIREBAUGH, 12TH STREET",1400,14000,12700,1250,12600,11400,Point
3618,6,33,,FRE,,70.193,,"FIREBAUGH, 12TH STREET",1400,14000,12700,1250,12600,11400,Point
3619,6,33,,FRE,,70.557,,"FIREBAUGH, 8TH STREET",1050,10900,9300,1000,10200,8800,Point
3620,6,33,,FRE,,70.557,,"FIREBAUGH, 8TH STREET",1050,10900,9300,1000,10200,8800,Point
3621,6,33,,FRE,,72.837,,DOUGLAS AVENUE,360,3800,3200,320,3400,2850,Point
3622,6,33,,FRE,,72.837,,DOUGLAS AVENUE,360,3800,3200,320,3400,2850,Point
3623,6,33,,FRE,R,79.905,,BRANNON AVENUE,280,3100,2500,250,2700,2250,Point
3624,6,33,,FRE,R,79.905,,BRANNON AVENUE,280,3100,2500,250,2700,2250,Point
3625,10,33,,MER,R,0,,FRESNO/MERCED COUNTY LINE,,,,310,4150,3400,Point
3626,10,33,,MER,R,0,,FRESNO/MERCED COUNTY LINE,,,,310,4150,3400,Point
3627,10,33,,MER,R,1.17,,"DOS PALOS, BLOSSOM STREET (MILEPOST EQUATION)",730,9500,7600,810,7600,6100,Point
3628,10,33,,MER,R,1.17,,"DOS PALOS, BLOSSOM STREET (MILEPOST EQUATION)",730,9500,7600,810,7600,6100,Point
3629,10,33,,MER,L,1.232,,FRESNO/MERCED COUNTY LINE,310,4150,3400,,,,Point
3630,10,33,,MER,L,1.232,,FRESNO/MERCED COUNTY LINE,310,4150,3400,,,,Point
3631,10,33,,MER,,1.888,,CARMELLIA AVENUE,620,6600,6000,520,6600,5900,Point
3632,10,33,,MER,,1.888,,CARMELLIA AVENUE,620,6600,6000,520,6600,5900,Point
3633,10,33,,MER,R,5.635,,EAST JCT. RTE. 152,680,8200,6500,680,7800,6800,Point
3634,10,33,,MER,R,5.635,,EAST JCT. RTE. 152,680,8200,6500,680,7800,6800,Point
3635,10,33,,MER,R,13.238,,WEST JCT. RTE 152,680,7800,6800,1100,11700,10500,Point
3636,10,33,,MER,R,13.238,,WEST JCT. RTE 152,680,7800,6800,1100,11700,10500,Point
3637,10,33,,MER,R,15.6,,VERA CRUZ DRIVE,1200,11700,10500,910,12700,10400,Point
3638,10,33,,MER,R,15.6,,VERA CRUZ DRIVE,1200,11700,10500,910,12700,10400,Point
3639,10,33,,MER,R,16.258,,"CENTINELLA, HENRY MILLER ROAD",1050,13300,10400,1200,12700,10100,Point
3640,10,33,,MER,R,16.258,,"CENTINELLA, HENRY MILLER ROAD",1050,13300,10400,1200,12700,10100,Point
3641,10,33,,MER,R,16.643,,JCT. RTE. 5,1200,14200,12900,1350,15300,14200,Point
3642,10,33,,MER,R,16.643,,JCT. RTE. 5,1200,14200,12900,1350,15300,14200,Point
3643,10,33,,MER,,17.27,,MC CABE ROAD,470,5800,5700,450,5600,5500,Point
3644,10,33,,MER,,17.27,,MC CABE ROAD,470,5800,5700,450,5600,5500,Point
3645,10,33,,MER,,27.111,,NORTH JCT. RTE. 140 EAST,710,9400,7600,800,9900,8900,Point
3646,10,33,,MER,,27.111,,NORTH JCT. RTE. 140 EAST,710,9400,7600,800,9900,8900,Point
