los_2022_q1,los_2022_q2,los_2022_q3,los_2022_q4,los_2023_q1,los_2023_q2,los_2023_q3,los_2023_q4,los_2024_q1,los_2024_q2,los_2024_q3,los_2024_q4
53.6764705882353,94.8529411764706,98.20588235294117,99.6470588235294,97.52941176470588,98.94117647058823,99.29411764705883,98.23529411764706,94.6470588235294,96.79411764705883,94.23529411764706,77.94117647058823
73.21428571428571,71.42857142857143,99.57142857142857,99.14285714285714,99.14285714285714,100.0,100.0,99.57142857142857,97.85714285714286,100.0,96.57142857142857,99.57142857142857
75.0,100.0,100.0,100.0,96.0,100.0,100.0,98.0,100.0,100.0,100.0,97.0
38.04347826086956,53.26086956521739,88.22727272727273,70.91304347826087,92.56521739130434,98.95652173913044,86.04347826086956,74.69565217391305,70.33333333333333,82.05555555555556,91.16666666666667,85.66666666666667
34.84848484848485,45.45454545454545,80.54166666666667,52.78947368421053,71.91304347826087,56.24242424242424,68.0909090909091,72.60606060606061,68.0,80.0,75.26923076923077,88.6923076923077
44.04761904761905,57.142857142857146,81.8,66.06666666666666,88.71428571428571,93.46666666666667,83.6,76.0,79.26666666666667,86.73333333333333,77.73333333333333,81.06666666666666
28.125,34.375,73.75,12.8,76.625,86.125,47.25,36.25,41.833333333333336,75.4,72.8,77.6
46.875,53.125,73.6,67.0,71.64285714285714,78.3125,69.6875,58.75,59.5,83.0625,79.25,76.8125
48.91304347826087,30.434782608695652,65.66666666666667,29.1,54.65217391304348,56.78260869565217,38.73913043478261,43.21739130434783,38.26086956521739,65.8695652173913,80.08695652173913,80.47368421052632
5.0,46.25,78.5,55.9,34.0,18.9,37.8,55.9,45.9,53.45,34.55,17.5
32.142857142857146,75.0,93.0,82.28571428571429,100.0,82.28571428571429,87.71428571428571,84.75,71.0,69.0,75.25,97.0
