los_2022_q1,los_2022_q2,los_2022_q3,los_2022_q4,los_2023_q1,los_2023_q2,los_2023_q3,los_2023_q4,los_2024_q1,los_2024_q2,los_2024_q3,los_2024_q4
1.6666666666666667,23.88888888888889,63.4054054054054,70.44736842105263,81.69444444444444,53.888888888888886,82.83783783783784,81.71111111111111,80.64444444444445,88.37777777777778,83.08888888888889,73.95555555555555
6.666666666666667,26.666666666666668,77.36585365853658,84.3953488372093,88.76744186046511,91.97619047619048,94.79069767441861,89.64285714285714,87.86842105263158,88.71875,94.65714285714286,84.23529411764706
0.0,3.75,61.1764705882353,53.1764705882353,62.529411764705884,91.0,86.11111111111111,91.72222222222223,82.55,72.5,91.25,46.5
2.5,0.0,51.75,44.55555555555556,89.66666666666667,75.125,86.0,62.625,76.625,92.25,82.28571428571429,70.88888888888889
4.761904761904762,29.761904761904763,64.83333333333333,69.88235294117646,75.9375,83.88235294117646,64.125,91.29411764705883,81.28571428571429,91.25,97.42105263157895,90.78947368421052
5.405405405405405,27.7027027027027,80.65217391304348,84.08,82.33333333333333,85.04,86.36363636363636,91.5,86.47826086956522,91.14285714285714,88.76190476190476,80.1
21.428571428571427,46.42857142857143,89.5,86.71428571428571,87.5,92.85714285714286,91.14285714285714,100.0,91.07142857142857,93.78571428571429,96.42857142857143,92.85714285714286
14.84375,43.75,71.54166666666667,89.04,72.08,89.625,86.12,86.78125,84.03125,91.5,84.375,45.4375
10.294117647058824,45.588235294117645,78.375,88.4375,81.73333333333333,88.3125,89.125,89.875,77.375,77.53333333333333,84.58823529411765,63.23529411764706
0.0,30.555555555555557,81.5,56.25,75.0,95.0,100.0,100.0,100.0,100.0,100.0,97.22222222222223
