los_2022_q1,los_2022_q2,los_2022_q3,los_2022_q4,los_2023_q1,los_2023_q2,los_2023_q3,los_2023_q4,los_2024_q1,los_2024_q2,los_2024_q3,los_2024_q4
26.041666666666668,0.0,75.16666666666667,89.25,25.25,44.416666666666664,72.08333333333333,70.58333333333333,74.70833333333333,61.708333333333336,36.75,66.33333333333333
5.882352941176471,19.11764705882353,87.5,96.0,75.5,79.33333333333333,96.0,100.0,82.14285714285714,85.0,85.58333333333333,89.11764705882354
0.0,25.0,50.0,75.0,50.0,75.0,38.0,63.0,38.0,25.0,0.0,63.0
6.25,2.0833333333333335,41.833333333333336,79.25,51.333333333333336,49.083333333333336,43.0,75.14285714285714,82.28571428571429,41.285714285714285,46.0,62.857142857142854
28.571428571428573,33.92857142857143,77.07692307692308,76.15384615384616,75.33333333333333,85.6923076923077,74.15384615384616,72.57142857142857,78.25,48.57142857142857,77.07142857142857,78.85714285714286
7.446808510638298,23.404255319148938,92.72340425531915,92.14893617021276,61.91304347826087,73.34782608695652,68.67391304347827,65.70212765957447,79.46808510638297,79.17021276595744,56.1063829787234,79.8048780487805
11.666666666666666,0.0,83.53333333333333,96.73333333333333,64.4,75.2,67.66666666666667,56.86666666666667,78.4,51.0,66.13333333333334,77.66666666666667
3.289473684210526,1.9736842105263157,68.06060606060606,76.88571428571429,53.42857142857143,66.18181818181819,75.86842105263158,70.48648648648648,41.18181818181818,41.05263157894737,58.44736842105263,62.73684210526316
9.821428571428571,0.8928571428571429,90.85714285714286,95.57142857142857,49.42857142857143,66.71428571428571,68.92857142857143,69.39285714285714,82.07142857142857,61.5,64.07142857142857,83.28571428571429
8.695652173913043,3.260869565217391,48.57142857142857,77.84210526315789,38.904761904761905,70.6842105263158,81.14285714285714,63.78260869565217,61.0,48.608695652173914,67.04347826086956,72.04347826086956
