los_2022_q1,los_2022_q2,los_2022_q3,los_2022_q4,los_2023_q1,los_2023_q2,los_2023_q3,los_2023_q4,los_2024_q1,los_2024_q2,los_2024_q3,los_2024_q4
50.0,25.0,41.0,43.75,78.5,31.5,94.0,31.5,62.666666666666664,69.0,58.666666666666664,31.5
16.666666666666668,50.0,37.666666666666664,33.333333333333336,71.0,54.333333333333336,56.5,12.666666666666666,33.333333333333336,29.666666666666668,25.333333333333332,4.333333333333333
50.0,87.5,81.5,75.0,69.0,94.0,87.5,62.5,56.5,56.5,62.5,56.5
50.0,41.666666666666664,42.0,71.0,50.0,42.0,88.0,46.0,46.0,46.0,12.666666666666666,17.0
29.347826086956523,31.52173913043478,52.391304347826086,60.56521739130435,53.52173913043478,52.391304347826086,75.72727272727273,50.34782608695652,29.043478260869566,22.47826086956522,41.56521739130435,42.391304347826086
53.84615384615385,48.07692307692308,92.18181818181819,68.45454545454545,72.22222222222223,64.83333333333333,81.5,50.2,57.8,32.8,70.4,60.2
31.25,50.0,50.333333333333336,81.5,54.333333333333336,54.666666666666664,83.66666666666667,75.0,54.333333333333336,38.0,41.666666666666664,50.25
37.5,0.0,44.0,63.0,44.0,31.5,56.5,19.0,37.5,56.5,56.5,6.5
29.6875,9.375,72.9375,56.13333333333333,35.375,24.3125,33.8125,20.4375,15.8125,37.666666666666664,27.5625,42.1875
25.0,12.5,63.0,50.5,25.0,19.0,56.5,12.5,6.5,6.5,31.5,25.0
25.0,25.0,25.0,50.0,13.0,50.0,38.0,0.0,0.0,0.0,25.0,0.0
71.875,78.125,97.0,86.25,78.375,93.75,94.0,92.375,58.0,77.0,70.5,73.75
37.5,12.5,94.0,44.0,63.0,50.0,44.0,44.0,13.0,44.0,38.0,25.0
52.94117647058823,39.705882352941174,83.94117647058823,70.05882352941177,61.411764705882355,51.705882352941174,60.470588235294116,55.411764705882355,49.5,41.61538461538461,54.81818181818182,36.0
8.333333333333334,8.333333333333334,25.5,37.5,0.0,25.0,50.333333333333336,12.666666666666666,8.666666666666666,21.0,8.666666666666666,16.666666666666668
65.38461538461539,32.69230769230769,81.92307692307692,82.84615384615384,81.07692307692308,75.07692307692308,68.46153846153847,72.23076923076923,47.30769230769231,59.5,60.666666666666664,58.583333333333336
25.0,15.625,48.625,33.125,68.14285714285714,26.75,47.125,25.25,30.2,10.4,12.6,9.5
88.33333333333333,91.66666666666667,100.0,90.13333333333334,73.08333333333333,82.0,91.53846153846153,75.38461538461539,79.92307692307692,89.6923076923077,93.53846153846153,91.46153846153847
75.0,50.0,100.0,75.0,50.0,75.0,75.0,50.0,50.0,50.0,63.0,88.0
37.5,43.75,66.6086956521739,59.0,43.73913043478261,55.08695652173913,44.26086956521739,40.47826086956522,18.73913043478261,41.77272727272727,59.31818181818182,82.6086956521739
47.916666666666664,22.916666666666668,78.33333333333333,73.16666666666667,73.625,66.0,78.25,60.75,36.583333333333336,57.416666666666664,71.16666666666667,60.5
35.0,57.5,85.0,73.88888888888889,70.2,57.8,43.9,40.44444444444444,30.77777777777778,45.1,46.4,72.5
32.69230769230769,30.76923076923077,53.23076923076923,72.38461538461539,59.76923076923077,51.23076923076923,59.0,51.15384615384615,33.92307692307692,43.46153846153846,72.16666666666667,60.76923076923077
50.0,33.333333333333336,55.666666666666664,47.55555555555556,29.444444444444443,65.44444444444444,51.55555555555556,30.88888888888889,9.88888888888889,18.22222222222222,32.111111111111114,41.666666666666664
54.166666666666664,61.111111111111114,80.16666666666667,76.61111111111111,67.72222222222223,78.72222222222223,91.11111111111111,41.166666666666664,44.05555555555556,61.388888888888886,80.05555555555556,76.38888888888889
39.285714285714285,17.857142857142858,73.28571428571429,32.42857142857143,21.714285714285715,35.857142857142854,28.857142857142858,43.142857142857146,18.142857142857142,50.0,81.5,69.0
37.5,10.0,41.6,58.9,24.0,39.1,16.5,35.2,27.7,30.3,60.3,65.0
60.0,100.0,87.6,67.8,82.8,90.2,100.0,72.8,72.8,82.8,100.0,95.2
51.5625,45.3125,81.5,50.142857142857146,63.5625,67.3125,81.4375,61.9375,65.2,70.3,93.38461538461539,98.33333333333333
32.142857142857146,57.142857142857146,73.42857142857143,64.42857142857143,66.14285714285714,84.0,94.71428571428571,91.14285714285714,94.71428571428571,94.85714285714286,89.42857142857143,94.85714285714286
87.5,100.0,100.0,81.5,100.0,100.0,100.0,69.0,100.0,81.5,69.0,88.0
37.5,25.0,56.5,63.0,56.5,94.0,100.0,81.5,37.5,94.0,100.0,100.0
25.0,0.0,100.0,63.0,63.0,38.0,75.0,25.0,13.0,13.0,25.0,38.0
70.0,25.0,87.7,88.9,74.0,50.2,71.5,75.2,36.6,34.0,82.8,65.0
70.0,35.0,92.6,90.2,90.2,65.2,100.0,75.2,77.6,35.2,67.6,70.4
45.45454545454545,45.45454545454545,89.0,67.0,65.875,71.57142857142857,78.71428571428571,72.0,70.2,60.2,60.5,37.5
75.0,95.83333333333333,90.55555555555556,92.375,80.57142857142857,86.75,97.0,90.75,84.58333333333333,89.75,98.0,98.9090909090909
